File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF228ENS	fastq	reads	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	101		single-ended				1.71395E+11	"Joe Ecker, Salk"	cda4fe6267929959aa3c379152ca632e		https://www.encodeproject.org/files/ENCFF228ENS/@@download/ENCFF228ENS.fastq.gz		HiSeq 2500		released				
ENCFF442OCP	fastq	reads	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				16063870084	"Joe Ecker, Salk"	8649ffeaba392342bffcb51c74717b88		https://www.encodeproject.org/files/ENCFF442OCP/@@download/ENCFF442OCP.fastq.gz		HiSeq 2500		released				
ENCFF968SKG	fastq	reads	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				35751943708	"Joe Ecker, Salk"	f3639545c6bb52a3ecf31041d1a2fc28		https://www.encodeproject.org/files/ENCFF968SKG/@@download/ENCFF968SKG.fastq.gz		HiSeq 2500		released				
ENCFF816IDU	fastq	reads	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				1.89535E+11	"Joe Ecker, Salk"	b25be95cec5ff659506bc984e0065fc2		https://www.encodeproject.org/files/ENCFF816IDU/@@download/ENCFF816IDU.fastq.gz		HiSeq 2500		released				
ENCFF504KVW	fastq	reads	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				2.21291E+11	"Joe Ecker, Salk"	5f553ba8b3bddef959cc7617149af12b		https://www.encodeproject.org/files/ENCFF504KVW/@@download/ENCFF504KVW.fastq.gz		HiSeq 2500		released				
ENCFF217HSJ	fastq	reads	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				15230424327	"Joe Ecker, Salk"	16dbbb0460838f3828147096ecbf1b4f		https://www.encodeproject.org/files/ENCFF217HSJ/@@download/ENCFF217HSJ.fastq.gz		HiSeq 2500		released				
ENCFF755QLM	fastq	reads	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				32298319062	"Joe Ecker, Salk"	4ed06fea49b9990e927a0fbe7aa3634f		https://www.encodeproject.org/files/ENCFF755QLM/@@download/ENCFF755QLM.fastq.gz		HiSeq 2500		released				
ENCFF751HGM	fastq	reads	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				2.02986E+11	"Joe Ecker, Salk"	6dac7269ec5e0dffd67a8c88ab4794b3		https://www.encodeproject.org/files/ENCFF751HGM/@@download/ENCFF751HGM.fastq.gz		HiSeq 2500		released				
ENCFF607VFL	fastq	reads	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				49346229676	"Joe Ecker, Salk"	9224cf25e6bdca4a9d53d9cf43962643		https://www.encodeproject.org/files/ENCFF607VFL/@@download/ENCFF607VFL.fastq.gz		HiSeq 2500		released				
ENCFF414AAO	fastq	reads	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				49360766877	"Joe Ecker, Salk"	c5f97993c9217fa334d183c951e5e118		https://www.encodeproject.org/files/ENCFF414AAO/@@download/ENCFF414AAO.fastq.gz		HiSeq 2500		released				
ENCFF046NSX	fastq	reads	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				36704987043	"Joe Ecker, Salk"	b6fd1fea806e430f0a05a77347bd39da		https://www.encodeproject.org/files/ENCFF046NSX/@@download/ENCFF046NSX.fastq.gz		HiSeq 2500		released				
ENCFF451HQC	fastq	reads	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				38953101042	"Joe Ecker, Salk"	a92499729ba7ff3c377c927d43b47bed		https://www.encodeproject.org/files/ENCFF451HQC/@@download/ENCFF451HQC.fastq.gz		HiSeq 2500		released				
ENCFF235UNL	fastq	reads	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				1.51799E+11	"Joe Ecker, Salk"	cc579a8b56a90046989b203c28610770		https://www.encodeproject.org/files/ENCFF235UNL/@@download/ENCFF235UNL.fastq.gz		HiSeq 2500		released				
ENCFF276QEO	fastq	reads	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				61941586755	"Joe Ecker, Salk"	785eb7b00543b4c451aa909fd063c1ca		https://www.encodeproject.org/files/ENCFF276QEO/@@download/ENCFF276QEO.fastq.gz		HiSeq 2500		released				
ENCFF173EHC	fastq	reads	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				59220351207	"Joe Ecker, Salk"	a84db65470b6a53009338c604fd6b801		https://www.encodeproject.org/files/ENCFF173EHC/@@download/ENCFF173EHC.fastq.gz		HiSeq 2500		released				
ENCFF587BMR	fastq	reads	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				52021484056	"Joe Ecker, Salk"	7ce0fdfcbce000a89777f2d20f1ee3cf		https://www.encodeproject.org/files/ENCFF587BMR/@@download/ENCFF587BMR.fastq.gz		HiSeq 2500		released				
ENCFF059ALK	fastq	reads	ENCSR141JKC	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				56459436565	"Joe Ecker, Salk"	20b34000ca541389fea7ed3209c739f9		https://www.encodeproject.org/files/ENCFF059ALK/@@download/ENCFF059ALK.fastq.gz		HiSeq 2500		released				
ENCFF405CGC	fastq	reads	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				14764831798	"Joe Ecker, Salk"	5a8a5a0fcf4b4f07a5ec01a813a2f35b		https://www.encodeproject.org/files/ENCFF405CGC/@@download/ENCFF405CGC.fastq.gz		HiSeq 2500		released				
ENCFF701FZZ	fastq	reads	ENCSR914REH	whole-genome shotgun bisulfite sequencing	UBERON:0002370	thymus	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				2.12637E+11	"Joe Ecker, Salk"	8061cc679923e61e1709c6b4afab9d96		https://www.encodeproject.org/files/ENCFF701FZZ/@@download/ENCFF701FZZ.fastq.gz		HiSeq 2500		released				
ENCFF367HRQ	fastq	reads	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				56935823785	"Joe Ecker, Salk"	42d7b1e7613bdb79b6e8ffd6ed1fbcf1		https://www.encodeproject.org/files/ENCFF367HRQ/@@download/ENCFF367HRQ.fastq.gz		HiSeq 2500		released				
ENCFF789ABO	fastq	reads	ENCSR608JPV	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				42655160687	"Joe Ecker, Salk"	1b68471401948375aeaf7d6638646b71		https://www.encodeproject.org/files/ENCFF789ABO/@@download/ENCFF789ABO.fastq.gz		HiSeq 2500		released				
ENCFF199XDV	fastq	reads	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				44436718287	"Joe Ecker, Salk"	47fa269cfae9e042fcd2b72eb7c25ac6		https://www.encodeproject.org/files/ENCFF199XDV/@@download/ENCFF199XDV.fastq.gz		HiSeq 2500		released				
ENCFF730HKJ	fastq	reads	ENCSR357BWB	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				42062129877	"Joe Ecker, Salk"	c6594f005b23d24e301659df68cfdbc2		https://www.encodeproject.org/files/ENCFF730HKJ/@@download/ENCFF730HKJ.fastq.gz		HiSeq 2500		released				
ENCFF447JHA	fastq	reads	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				19293779331	"Joe Ecker, Salk"	0eaf338d604318896f4cc9eb51c49249		https://www.encodeproject.org/files/ENCFF447JHA/@@download/ENCFF447JHA.fastq.gz		HiSeq 2500		released				
ENCFF280UDD	fastq	reads	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				18422633295	"Joe Ecker, Salk"	dfafbdc9d82957766dcaa51a27cd872e		https://www.encodeproject.org/files/ENCFF280UDD/@@download/ENCFF280UDD.fastq.gz		HiSeq 2500		released				
ENCFF420KYF	fastq	reads	ENCSR925GVY	whole-genome shotgun bisulfite sequencing	UBERON:0002078	right cardiac atrium	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				1.92014E+11	"Joe Ecker, Salk"	c4d900080ba10459c6b302e01dcd6478		https://www.encodeproject.org/files/ENCFF420KYF/@@download/ENCFF420KYF.fastq.gz		HiSeq 2500		released				
ENCFF473TTY	fastq	reads	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				73319371098	"Joe Ecker, Salk"	16e4298addbb112125a126184382a6e7		https://www.encodeproject.org/files/ENCFF473TTY/@@download/ENCFF473TTY.fastq.gz		HiSeq 2500		released				
ENCFF224NXJ	fastq	reads	ENCSR781LIC	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	101		single-ended				1.88232E+11	"Joe Ecker, Salk"	b6d65a7f6b59c4aecccc85976b7485f9		https://www.encodeproject.org/files/ENCFF224NXJ/@@download/ENCFF224NXJ.fastq.gz		HiSeq 2500		released				
ENCFF632ZUM	fastq	reads	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				50159955504	"Joe Ecker, Salk"	a566663ac2204925933f03535e3cb622		https://www.encodeproject.org/files/ENCFF632ZUM/@@download/ENCFF632ZUM.fastq.gz		HiSeq 2500		released				
ENCFF606MEY	fastq	reads	ENCSR113KSF	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				40959994481	"Joe Ecker, Salk"	a369c3c27606313e4890cd106a14b997		https://www.encodeproject.org/files/ENCFF606MEY/@@download/ENCFF606MEY.fastq.gz		HiSeq 2500		released				
ENCFF215QRU	fastq	reads	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				56707735339	"Joe Ecker, Salk"	5af6ad49400b797b07a67a625c233530		https://www.encodeproject.org/files/ENCFF215QRU/@@download/ENCFF215QRU.fastq.gz		HiSeq 2500		released				
ENCFF106RQY	fastq	reads	ENCSR317JGM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				56545681949	"Joe Ecker, Salk"	d553b584551dd70889167dfdc4d90a7c		https://www.encodeproject.org/files/ENCFF106RQY/@@download/ENCFF106RQY.fastq.gz		HiSeq 2500		released				
ENCFF645LKZ	fastq	reads	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				59202812656	"Joe Ecker, Salk"	ddaac2e608510fa073f9fc0744256dcf		https://www.encodeproject.org/files/ENCFF645LKZ/@@download/ENCFF645LKZ.fastq.gz		HiSeq 2500		released				
ENCFF122YBA	fastq	reads	ENCSR577RUU	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				66534583917	"Joe Ecker, Salk"	79a5f4e4d6fd4cf71b62f3f2098d26af		https://www.encodeproject.org/files/ENCFF122YBA/@@download/ENCFF122YBA.fastq.gz		HiSeq 2500		released				
ENCFF452QUR	fastq	reads	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				56440348789	"Joe Ecker, Salk"	ad1cd350717337ba05f789ead742fc72		https://www.encodeproject.org/files/ENCFF452QUR/@@download/ENCFF452QUR.fastq.gz		HiSeq 2500		released				
ENCFF853JHW	fastq	reads	ENCSR848CUY	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				61514608184	"Joe Ecker, Salk"	b2f9cb65e82465b29c920891dba3069e		https://www.encodeproject.org/files/ENCFF853JHW/@@download/ENCFF853JHW.fastq.gz		HiSeq 2500		released				
ENCFF390MNR	fastq	reads	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				49539714194	"Joe Ecker, Salk"	5a054cd41996db5c99209043642a68ee		https://www.encodeproject.org/files/ENCFF390MNR/@@download/ENCFF390MNR.fastq.gz		HiSeq 2500		released				
ENCFF127QSZ	fastq	reads	ENCSR634GFF	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				53425257606	"Joe Ecker, Salk"	b0ca74aef3c0194f0a123e58bd8914e5		https://www.encodeproject.org/files/ENCFF127QSZ/@@download/ENCFF127QSZ.fastq.gz		HiSeq 2500		released				
ENCFF053MIA	fastq	reads	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				77313379834	"Joe Ecker, Salk"	7835d7c4a9d5541dc531f79104d197ca		https://www.encodeproject.org/files/ENCFF053MIA/@@download/ENCFF053MIA.fastq.gz		HiSeq 2500		released				
ENCFF328LGS	fastq	reads	ENCSR652ELW	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	101		single-ended				1.56647E+11	"Joe Ecker, Salk"	d845275dc08f82629e375549211958f1		https://www.encodeproject.org/files/ENCFF328LGS/@@download/ENCFF328LGS.fastq.gz		HiSeq 2500		released				
ENCFF954OEH	fastq	reads	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				17052568312	"Joe Ecker, Salk"	ef359598b25290205043f89d6dd3cbf9		https://www.encodeproject.org/files/ENCFF954OEH/@@download/ENCFF954OEH.fastq.gz		HiSeq 2500		released				
ENCFF221YXG	fastq	reads	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				33443801999	"Joe Ecker, Salk"	f379e9b8455d5e9cbc65a38aa4e654ac		https://www.encodeproject.org/files/ENCFF221YXG/@@download/ENCFF221YXG.fastq.gz		HiSeq 2500		released				
ENCFF119DGJ	fastq	reads	ENCSR999RWT	whole-genome shotgun bisulfite sequencing	UBERON:0000945	stomach	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				1.76717E+11	"Joe Ecker, Salk"	efe1c3204e1ef36dc2776ff66f0f288f		https://www.encodeproject.org/files/ENCFF119DGJ/@@download/ENCFF119DGJ.fastq.gz		HiSeq 2500		released				
ENCFF682HPR	fastq	reads	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				1.20999E+11	"Joe Ecker, Salk"	705a5c3d1b0e07874c39ec97aefb5d48		https://www.encodeproject.org/files/ENCFF682HPR/@@download/ENCFF682HPR.fastq.gz		HiSeq 2500		released				
ENCFF104DYQ	fastq	reads	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				17200821976	"Joe Ecker, Salk"	dbb46d56bc5327b87aa1a8b5ba24bef0		https://www.encodeproject.org/files/ENCFF104DYQ/@@download/ENCFF104DYQ.fastq.gz		HiSeq 2500		released				
ENCFF196SRZ	fastq	reads	ENCSR265ZHH	whole-genome shotgun bisulfite sequencing	UBERON:0002108	small intestine	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				75349380546	"Joe Ecker, Salk"	288889a196522ebfa50b31d43ab2483c		https://www.encodeproject.org/files/ENCFF196SRZ/@@download/ENCFF196SRZ.fastq.gz		HiSeq 2500		released				
ENCFF198UQU	fastq	reads	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	101		single-ended				1.61068E+11	"Joe Ecker, Salk"	011bf5373d342727021ccd99ab066ea0		https://www.encodeproject.org/files/ENCFF198UQU/@@download/ENCFF198UQU.fastq.gz		HiSeq 2500		released				
ENCFF435IGQ	fastq	reads	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	101		single-ended				85198200860	"Joe Ecker, Salk"	6f578359306136640c1122c5d49230e0		https://www.encodeproject.org/files/ENCFF435IGQ/@@download/ENCFF435IGQ.fastq.gz		HiSeq 2500		released				
ENCFF356KRM	fastq	reads	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				54372453870	"Joe Ecker, Salk"	60bb13560e0f621ba0f7709efb9668db		https://www.encodeproject.org/files/ENCFF356KRM/@@download/ENCFF356KRM.fastq.gz		HiSeq 2500		released				
ENCFF937AFR	fastq	reads	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				52280609683	"Joe Ecker, Salk"	87a234e9bfb0e1c4af4a32edd39e293b		https://www.encodeproject.org/files/ENCFF937AFR/@@download/ENCFF937AFR.fastq.gz		HiSeq 2500		released				
ENCFF634SCC	fastq	reads	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				64131881145	"Joe Ecker, Salk"	bcddc79921c89f2b47fa5f2c1ccd62fa		https://www.encodeproject.org/files/ENCFF634SCC/@@download/ENCFF634SCC.fastq.gz		HiSeq 2500		released				
ENCFF108TDR	fastq	reads	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				50363509380	"Joe Ecker, Salk"	644b317daffd998a4cb9b7fc653fdf9c		https://www.encodeproject.org/files/ENCFF108TDR/@@download/ENCFF108TDR.fastq.gz		HiSeq 2500		released				
ENCFF233NET	fastq	reads	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	2	100		single-ended				36430364974	"Joe Ecker, Salk"	3955a03cb3eca58d71ca18abeded15e5		https://www.encodeproject.org/files/ENCFF233NET/@@download/ENCFF233NET.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF375NTZ	fastq	reads	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	1	100		single-ended				1.74811E+11	"Joe Ecker, Salk"	eb7d7fe2f28b0a7f00b3d960cb262cd3		https://www.encodeproject.org/files/ENCFF375NTZ/@@download/ENCFF375NTZ.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF578POQ	fastq	reads	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	3	100		single-ended				21230628235	"Joe Ecker, Salk"	3ff488b82b01243ced006dac11ff55e4		https://www.encodeproject.org/files/ENCFF578POQ/@@download/ENCFF578POQ.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF941XFF	fastq	reads	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	4	100		single-ended				10897535433	"Zhiping Weng, UMass"	b7a48676f540020edfd5b51695c10d53	SRA:SRR577635	https://www.encodeproject.org/files/ENCFF941XFF/@@download/ENCFF941XFF.fastq.gz		Illumina Genome Analyzer II		released	inconsistent platforms			
ENCFF998QLW	fastq	reads	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1	4	100		single-ended				17306753276	"Zhiping Weng, UMass"	a19b74ee158c7924f738a33dca0ee8b4	SRA:SRR578658	https://www.encodeproject.org/files/ENCFF998QLW/@@download/ENCFF998QLW.fastq.gz		Illumina Genome Analyzer II		released	inconsistent platforms			
