CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg16697024	10	126715891	0.341283333	0.84069	0.93418169	0.88402	0.9438125
cg16698674	1	230272358	0.165516667	0.336365	0.8455	0.35708	0.9643375
cg16710224	16	79381643	0.185483333	0.4806375	0.800680282	0.51344	0.9028875
cg16712468	16	11179440	0.228183333	0.70971	0.822326761	0.74384	0.91445
cg16716196	1	184195068	0.3007	0.7859	0.886030986	0.82888	0.9544375
cg16720616	2	149866889	0.463566667	0.8251125	0.891095775	0.86814	0.91035
cg16731692	15	72118844	0.387666667	0.6290325	0.841423944	0.61554	0.919975
cg16733769	11	47194031	0.46405	0.4752275	0.84884507	0.49056	0.945125
cg16749785	8	12958083	0.480683333	0.356665	0.880823944	0.46272	0.957475
cg16753167	13	113642487	0.283083333	0.6803525	0.9461	0.66322	0.9554
cg16754522	4	734600	0.4137	0.799775	0.922201408	0.78662	0.971525
cg16755251	6	169740686	0.482433333	0.8952425	0.803933803	0.93818	0.959375
cg16758809	12	43151825	0.411483333	0.4149375	0.862319718	0.53074	0.9338125
cg16759416	10	73022276	0.30145	0.7594675	0.936347887	0.75838	0.965525
cg16763574	13	111937052	0.2583	0.71629	0.900830986	0.70466	0.9528125
cg16765600	18	10589169	0.35905	0.845735	0.913878873	0.86676	0.9433375
cg16766459	16	2048436	0.2155	0.763775	0.86741831	0.79714	0.95715
cg16767622	3	197582169	0.469683333	0.82705	0.831685915	0.83346	0.91795
cg16767867	4	186658932	0.36335	0.6888375	0.814452113	0.58082	0.9691625
cg16772207	20	62795807	0.197766667	0.32694	0.88551831	0.37498	0.946225
cg16783349	10	130854343	0.130816667	0.2752475	0.811485915	0.36308	0.9151875
cg16783478	16	9943657	0.266083333	0.8227925	0.915305634	0.84458	0.937825
cg16784970	16	2123215	0.391366667	0.7341275	0.855188732	0.75552	0.924175
cg16793199	2	3453196	0.4472	0.7024225	0.838195775	0.69434	0.9441625
cg16799926	14	70546695	0.187633333	0.7175975	0.830750704	0.67366	0.92485
cg16812626	10	76800354	0.498666667	0.85435	0.885471831	0.88664	0.9596
cg16812730	8	8172820	0.263966667	0.732965	0.80508169	0.73066	0.939625
cg16823009	4	146823969	0.297083333	0.864755	0.936908451	0.9365	0.9595875
cg16823466	10	134945639	0.469366667	0.8065775	0.931801408	0.75652	0.9562875
cg16829042	7	101754920	0.1738	0.3308175	0.809638028	0.40218	0.9200375
cg16829244	10	134491593	0.188233333	0.4096725	0.840939437	0.493	0.9233625
cg16850917	3	47451026	0.446216667	0.87275	0.954747887	0.91438	0.9632375
cg16859931	7	99691812	0.158083333	0.68721	0.874598592	0.75752	0.945175
cg16877758	3	47047474	0.264533333	0.8421425	0.937392958	0.89284	0.9529875
cg16884491	8	42402231	0.49145	0.7944775	0.843060563	0.80166	0.9013625
cg16884822	10	1068703	0.265333333	0.6293025	0.838584507	0.61388	0.932875
cg16898334	1	181767774	0.433116667	0.8087125	0.901866197	0.8035	0.9481375
cg16913124	3	50338253	0.476966667	0.7981875	0.893169014	0.82186	0.955975
cg16924816	2	206078242	0.268316667	0.428635	0.801450704	0.547	0.9010375
cg16951533	6	155361528	0.351566667	0.703385	0.882298592	0.77098	0.9409625
cg16955074	12	121671600	0.2346	0.756655	0.894914085	0.8329	0.9451
cg16957940	3	124792406	0.2338	0.5076375	0.820512676	0.59772	0.9255375
cg16963373	10	3168776	0.2918	0.7992525	0.81188169	0.81264	0.942775
cg16981346	17	41128692	0.214783333	0.74501	0.807664789	0.7469	0.9182125
cg16996632	11	132115530	0.183816667	0.422275	0.839957746	0.51188	0.9168375
cg17007374	15	71417947	0.360216667	0.5244925	0.820353521	0.58792	0.907275
cg17008486	8	25543184	0.1255	0.2646575	0.911212676	0.32952	0.94265
cg17038049	6	31021365	0.481283333	0.5621975	0.845490141	0.6046	0.9108625
cg17050632	8	141577526	0.364983333	0.72123	0.860187324	0.75724	0.9645625
cg17050984	5	14397222	0.2293	0.77509	0.891501408	0.817	0.957125
cg17054485	17	66204073	0.240716667	0.56528	0.913626761	0.56824	0.9129375
cg17064981	11	126936873	0.4558	0.785565	0.870074648	0.7441	0.959625
cg17071948	6	29590143	0.2086	0.63539	0.885773239	0.57818	0.9502
cg17074573	22	51165537	0.499683333	0.8296175	0.884023944	0.81534	0.901375
cg17081436	3	51456307	0.340883333	0.8027875	0.899232394	0.84698	0.9398375
cg17083982	12	57946083	0.26395	0.64172	0.833078873	0.56936	0.9379625
cg17086205	7	157543597	0.336433333	0.834365	0.863949296	0.89284	0.94885
cg17088799	2	27305470	0.441433333	0.88019	0.922721127	0.91278	0.9356625
cg17095936	1	168250628	0.337916667	0.825925	0.898642254	0.89286	0.9645625
cg17103856	7	2070258	0.1382	0.7752025	0.90445493	0.86928	0.9414875
cg17104738	4	1844724	0.14325	0.70046	0.863432394	0.73378	0.9606625
cg17110767	1	243637966	0.231666667	0.7253325	0.845080282	0.76906	0.963125
cg17123639	12	1741869	0.173516667	0.4861375	0.825387324	0.65286	0.94905
cg17129937	12	112599805	0.332283333	0.7114075	0.915764789	0.76966	0.960875
cg17131095	12	129276145	0.457583333	0.787565	0.913485915	0.74038	0.94735
cg17133045	1	243877447	0.2356	0.24557	0.820091549	0.31382	0.94845
cg17150789	3	43097994	0.4102	0.841025	0.887056338	0.89074	0.9099875
cg17156349	1	2100232	0.177383333	0.726675	0.875557746	0.7284	0.91155
cg17158762	1	204518670	0.315366667	0.420095	0.818405634	0.54772	0.9523375
cg17165055	3	192584827	0.400983333	0.77885	0.884083099	0.74742	0.9185625
cg17165158	1	2182612	0.281983333	0.837025	0.879050704	0.89574	0.971175
cg17170133	1	184411563	0.467666667	0.82357	0.806252113	0.83426	0.9305375
cg17170743	4	719037	0.3848	0.81378	0.940671831	0.75928	0.9590125
cg17183215	1	2200984	0.214716667	0.83051	0.883571831	0.88828	0.93735
cg17199010	7	5390781	0.407616667	0.7791625	0.909725352	0.75022	0.9465375
cg17209471	22	18558411	0.272433333	0.663955	0.865250704	0.70096	0.9632625
cg17213010	2	74329809	0.4361	0.847345	0.94831831	0.88154	0.9366125
cg17215154	7	2644645	0.305233333	0.81061	0.902550704	0.85678	0.9400875
cg17217443	17	36511291	0.182216667	0.42649	0.808350704	0.43924	0.9567375
cg17220960	12	132284512	0.446216667	0.747265	0.873140845	0.77394	0.9091125
cg17228232	17	79026049	0.38405	0.7872125	0.837105634	0.73898	0.9621375
cg17231776	5	176314555	0.315966667	0.7862975	0.87555493	0.8512	0.92745
cg17237813	1	84465688	0.48575	0.6505925	0.89083662	0.63774	0.9358
cg17258335	17	1474778	0.3731	0.364545	0.865508451	0.45494	0.9439625
cg17264470	19	49260285	0.450116667	0.78706	0.848570423	0.83928	0.9260875
cg17278960	1	59775908	0.388266667	0.84818	0.859049296	0.90102	0.9581625
cg17279773	15	29346521	0.451883333	0.881025	0.942792958	0.9198	0.93595
cg17282027	4	7762596	0.356483333	0.8635175	0.954209859	0.90892	0.956275
cg17282060	10	49658320	0.38775	0.80534	0.927294366	0.82548	0.962525
cg17284536	6	166891902	0.4862	0.5026975	0.888256338	0.49932	0.95565
cg17285448	7	27173480	0.425183333	0.40771	0.819242254	0.3788	0.953875
cg17289451	13	112908248	0.349616667	0.6932325	0.833459155	0.7127	0.925475
cg17309003	14	77335130	0.261583333	0.3498775	0.826111268	0.40808	0.9582
cg17311784	8	1048486	0.42715	0.6355825	0.80768169	0.58208	0.937975
cg17312277	13	31306018	0.127433333	0.2841925	0.81513662	0.38324	0.9668625
cg17326597	14	59810637	0.191733333	0.757185	0.856202817	0.77546	0.9338875
cg17337695	10	43047134	0.488966667	0.6944975	0.893071831	0.62504	0.942075
cg17341136	12	132893339	0.400016667	0.7884525	0.850466197	0.76664	0.902475
cg17345261	22	39857219	0.198533333	0.63189	0.903253521	0.65924	0.9447375
cg17346639	2	210479401	0.24915	0.7084875	0.847802817	0.70482	0.9076125
cg17349064	14	102675410	0.478933333	0.6126625	0.834370423	0.68222	0.93985
cg17357561	19	807322	0.21965	0.6836775	0.827450704	0.65382	0.9720375
cg17378359	8	145814111	0.213933333	0.70046	0.882294366	0.68074	0.9214875
cg17383178	5	159822201	0.254233333	0.81052	0.886084507	0.86388	0.95855
cg17401435	11	63887426	0.251416667	0.78831	0.887071831	0.86144	0.9249375
cg17402889	12	2527099	0.477333333	0.8384425	0.86501831	0.8822	0.92405
cg17415355	11	1320010	0.299833333	0.6739525	0.81253662	0.56926	0.90565
cg17417496	20	34021414	0.3442	0.72107	0.843092958	0.78848	0.9107375
cg17429587	12	124905230	0.26955	0.333725	0.853614085	0.38552	0.9086125
cg17432748	2	235959556	0.350666667	0.5826525	0.812115493	0.57522	0.911675
cg17434366	4	2746469	0.226883333	0.795485	0.914997183	0.8141	0.904075
cg17436460	10	17028480	0.404816667	0.319665	0.839009859	0.42522	0.9540625
cg17454920	14	74185993	0.142533333	0.3913725	0.841504225	0.37304	0.96065
cg17464807	7	1878190	0.3537	0.8182425	0.907264789	0.86662	0.9462125
cg17466474	1	244264748	0.35065	0.7373925	0.862309859	0.6522	0.9614625
cg17468569	1	162041135	0.306566667	0.5907	0.845552113	0.51818	0.900325
cg17470198	4	26856624	0.23205	0.4207125	0.876738028	0.52244	0.9518
cg17479060	17	81016185	0.434683333	0.7851225	0.852240845	0.8024	0.942875
cg17481197	8	22079107	0.4887	0.8367975	0.853695775	0.8139	0.92605
cg17485141	2	42566556	0.46185	0.7713625	0.887712676	0.7444	0.9118875
cg17489690	1	3136333	0.151666667	0.3932075	0.870633803	0.51802	0.9318
cg17491228	11	64476089	0.2979	0.7371175	0.834749296	0.77248	0.9157875
cg17491360	13	45384268	0.384433333	0.7987425	0.846935211	0.85802	0.9099
cg17499955	11	14433325	0.348733333	0.7781525	0.825004225	0.78838	0.937325
cg17503200	15	92399594	0.444583333	0.4337325	0.803547887	0.54652	0.9505875
cg17511604	8	123928472	0.151133333	0.50667	0.818680282	0.53248	0.9146125
cg17517613	12	3371908	0.236366667	0.8123475	0.870084507	0.88482	0.95435
cg17519770	19	3196387	0.373266667	0.8391575	0.928607042	0.86996	0.9178125
cg17522727	11	794867	0.284966667	0.7721975	0.867776056	0.72184	0.961425
cg17522866	5	147052374	0.1904	0.7989375	0.893233803	0.86008	0.9490375
cg17525220	8	142204116	0.477416667	0.7482725	0.866776056	0.76864	0.956
cg17530411	1	109801055	0.26875	0.646135	0.81274507	0.64864	0.9423875
cg17531430	2	127861092	0.187333333	0.3576275	0.826426761	0.51916	0.9516125
cg17533797	7	1120003	0.411816667	0.79662	0.936623944	0.73852	0.9731375
cg17547742	11	985589	0.3258	0.77931	0.900378873	0.74424	0.970525
cg17550009	20	61974165	0.479766667	0.86885	0.942574648	0.86244	0.960075
cg17557340	11	1326583	0.360783333	0.6585825	0.831922535	0.58646	0.953975
cg17559110	11	984447	0.315516667	0.66783	0.916452113	0.71042	0.9362125
cg17575314	10	71142526	0.171466667	0.7240275	0.91255493	0.6523	0.97235
cg17578638	10	65801889	0.279	0.85177	0.942170423	0.90662	0.9327
cg17582411	17	77458542	0.4738	0.815185	0.858076056	0.8394	0.9314875
cg17598378	17	19771708	0.39305	0.721645	0.864353521	0.7286	0.9360625
cg17601209	1	3191678	0.268683333	0.776355	0.816750704	0.80632	0.9353875
cg17607722	17	54230419	0.4485	0.46052	0.827390141	0.4587	0.9033375
cg17608345	10	73822644	0.396883333	0.8015725	0.922752113	0.77564	0.9366
cg17609294	17	6327601	0.3778	0.716205	0.810652113	0.7421	0.926775
cg17623629	11	2293641	0.249	0.73515	0.887039437	0.79948	0.915975
cg17634650	4	10966220	0.3306	0.479185	0.838787324	0.45632	0.919025
cg17647537	11	113778957	0.23025	0.6849725	0.853350704	0.68662	0.958525
cg17650397	7	614831	0.483766667	0.4663175	0.876640845	0.60536	0.962575
cg17671199	10	134550622	0.290566667	0.64089	0.873453521	0.6858	0.9331875
cg17675150	18	56529784	0.458583333	0.3763475	0.868929577	0.37582	0.9718875
cg17675386	10	121260443	0.406966667	0.8475775	0.892114085	0.88296	0.954625
cg17683573	8	145584770	0.281133333	0.7909125	0.893947887	0.82798	0.967825
cg17690515	19	1360278	0.423016667	0.7822725	0.917270423	0.78132	0.9731625
cg17702455	7	28058989	0.233433333	0.8545275	0.903066197	0.93402	0.9430375
cg17710536	7	43918101	0.304483333	0.765185	0.817608451	0.7918	0.9567
cg17710947	19	45580221	0.316083333	0.6577375	0.806161972	0.67842	0.92605
cg17712416	1	1238436	0.2327	0.70448	0.815207042	0.72078	0.9029375
cg17713751	7	101723568	0.181833333	0.2706475	0.905902817	0.34958	0.95075
cg17718182	1	245002565	0.339533333	0.5821875	0.845994366	0.59082	0.9107375
cg17731409	2	9397282	0.22865	0.4702625	0.8153	0.4928	0.934675
cg17741192	19	2811654	0.37055	0.84378	0.908556338	0.8804	0.9404
cg17742947	19	42546977	0.1926	0.7033525	0.843007042	0.6783	0.9432375
cg17744110	19	47107173	0.178066667	0.3830775	0.811135211	0.37076	0.9257125
cg17752576	1	98336448	0.492916667	0.5483075	0.880743662	0.63868	0.96385
cg17759595	8	26481696	0.159833333	0.3672325	0.912511268	0.48114	0.9447875
cg17774960	8	144676206	0.2022	0.503095	0.835819718	0.55186	0.9443
cg17778888	5	510421	0.290033333	0.6038625	0.813067606	0.542	0.961075
cg17786902	1	19740722	0.21035	0.6904775	0.877994366	0.65146	0.9702875
cg17806069	21	44863611	0.301233333	0.643735	0.843628169	0.59142	0.9281125
cg17810602	1	2224678	0.253566667	0.8184025	0.932126761	0.89768	0.9751
cg17819119	2	97526497	0.39195	0.4896825	0.822970423	0.53626	0.9397875
cg17840469	15	29385364	0.2311	0.8024925	0.888942254	0.8778	0.9473875
cg17842912	5	139060919	0.367916667	0.75653	0.956469014	0.74696	0.9546875
cg17849156	17	79255961	0.456466667	0.894325	0.976998592	0.94398	0.96655
cg17852172	19	3449024	0.240483333	0.7360175	0.858270423	0.81044	0.92885
cg17854510	1	2237185	0.185166667	0.56503	0.883619718	0.51348	0.94365
cg17854981	7	100274472	0.489683333	0.7870175	0.974542254	0.6534	0.9703125
cg17867417	19	17980147	0.499916667	0.6486925	0.821538028	0.6905	0.959975
cg17868723	13	102925517	0.239516667	0.8049725	0.873580282	0.8572	0.92865
cg17872799	1	184355025	0.239016667	0.7158975	0.862705634	0.71602	0.9112625
cg17879450	1	39550685	0.4443	0.707705	0.870597183	0.60544	0.9257625
cg17907739	17	74387481	0.215266667	0.6915675	0.891614085	0.73104	0.9660375
cg17914350	19	50986377	0.417466667	0.40759	0.869467606	0.48024	0.960775
cg17915125	10	134476336	0.226683333	0.79892	0.896090141	0.86494	0.920125
cg17918280	1	2411378	0.440783333	0.8497375	0.895502817	0.86484	0.9440125
cg17935422	4	2733397	0.351366667	0.71615	0.87861831	0.63446	0.903025
cg17948297	8	22084442	0.238083333	0.7071475	0.924497183	0.63032	0.96315
cg17952075	2	23854382	0.4437	0.795615	0.831902817	0.823	0.95855
cg17955329	12	113528764	0.393133333	0.7705325	0.868477465	0.72588	0.9026625
cg17955761	8	11628430	0.294116667	0.5482775	0.845608451	0.53972	0.948025
cg17960111	19	15375424	0.3284	0.56614	0.808161972	0.504	0.9275375
cg17960573	17	42437056	0.339733333	0.8182125	0.9376	0.83494	0.940025
cg17961200	9	135937572	0.173666667	0.7963975	0.858970423	0.87192	0.9501875
cg17961556	10	121056615	0.360333333	0.8246	0.826046479	0.87922	0.9520625
cg17965684	7	47665624	0.167116667	0.7052875	0.907911268	0.6813	0.9514375
cg17970107	1	25831485	0.2738	0.8318375	0.90411831	0.9014	0.935075
cg17970176	19	44039345	0.4953	0.75074	0.86044507	0.68114	0.927125
cg17982866	13	113637695	0.137833333	0.665765	0.806935211	0.65426	0.9093875
cg17983776	17	32366529	0.406	0.7848625	0.869116901	0.78218	0.9391125
cg17992259	2	240845060	0.42205	0.8217025	0.873498592	0.86416	0.916925
cg17996395	8	26447944	0.2762	0.6583575	0.905594366	0.67874	0.9557125
cg18002947	11	124999416	0.4918	0.657125	0.89931831	0.70808	0.93055
cg18008467	2	236586710	0.287616667	0.5784475	0.896971831	0.5486	0.9284125
cg18009093	5	177853574	0.267766667	0.7771325	0.876835211	0.8141	0.9286875
cg18010733	10	46030793	0.204266667	0.61234	0.883247887	0.73632	0.94995
cg18016139	11	2470969	0.211	0.6894775	0.817622535	0.7388	0.922375
cg18019825	7	1329016	0.407383333	0.7404375	0.816225352	0.76604	0.939075
cg18023842	1	160336475	0.342316667	0.7169675	0.806764789	0.70358	0.91925
cg18030386	19	4944160	0.481866667	0.8789125	0.928414085	0.89512	0.9576125
cg18041123	17	8380351	0.1943	0.7173075	0.866930986	0.68054	0.930775
cg18041815	12	123882945	0.1252	0.3617375	0.804711268	0.39126	0.913925
cg18041960	11	123415568	0.384733333	0.3325675	0.80804507	0.44414	0.9269375
cg18046311	12	49222623	0.33695	0.7457575	0.856114085	0.78384	0.9148125
cg18050521	6	31130548	0.283966667	0.8136775	0.908409859	0.87334	0.9100625
cg18053030	6	47097679	0.2179	0.8082875	0.862615493	0.89788	0.9176625
cg18057887	11	133800913	0.423083333	0.664105	0.821359155	0.60446	0.9631875
cg18057959	10	126694753	0.198283333	0.6194725	0.863073239	0.5719	0.9119
cg18065539	5	14244130	0.233066667	0.7504075	0.903415493	0.779	0.9392
cg18065794	5	1745726	0.416616667	0.8071875	0.867295775	0.84236	0.9067125
cg18066946	10	126803477	0.17085	0.7429325	0.874794366	0.80352	0.923175
cg18067163	3	128584482	0.33365	0.58246	0.821791549	0.53316	0.9349125
cg18082354	20	5896145	0.297066667	0.815805	0.882421127	0.88968	0.96115
cg18082680	1	33798023	0.4014	0.8375275	0.917456338	0.84862	0.9283
cg18084999	6	130182478	0.174183333	0.4934375	0.820319718	0.5832	0.9147375
cg18097327	8	126626177	0.223616667	0.73787	0.825611268	0.77708	0.9278875
cg18099817	19	11596394	0.277083333	0.66281	0.840712676	0.65914	0.9163875
cg18104285	5	67522442	0.3987	0.4021875	0.866064789	0.4761	0.9242
cg18108049	1	16058489	0.366383333	0.8316475	0.926329577	0.8571	0.9171
cg18110590	13	113636679	0.29405	0.72631	0.892642254	0.7147	0.9147375
cg18111446	3	49763101	0.189483333	0.7264	0.878388732	0.76998	0.933275
cg18124764	7	101558698	0.154833333	0.7164725	0.861785915	0.73248	0.935225
cg18129786	3	44519983	0.14695	0.73148	0.903388732	0.77624	0.961675
cg18133074	11	1473084	0.450133333	0.7827875	0.84626338	0.77986	0.9145875
cg18133875	5	179228635	0.4385	0.78078	0.851753521	0.8087	0.93835
cg18138484	11	67291026	0.320866667	0.70846	0.840033803	0.78238	0.9587
cg18147080	1	19244121	0.415783333	0.8099725	0.872371831	0.83244	0.9454875
cg18149919	8	144912049	0.335166667	0.649345	0.821187324	0.69438	0.9663625
cg18156686	10	134893401	0.223266667	0.8135125	0.883209859	0.8906	0.971625
cg18156845	17	11985185	0.4103	0.8441525	0.874477465	0.88952	0.9203
cg18157738	1	201161205	0.422233333	0.83618	0.900016901	0.83906	0.9151875
cg18162350	1	40033143	0.21455	0.7601925	0.811439437	0.79438	0.93835
cg18163092	3	197246936	0.269233333	0.8399325	0.966497183	0.8901	0.9648875
cg18181891	12	89492300	0.377183333	0.513765	0.840712676	0.5711	0.94345
cg18186914	4	161327946	0.22325	0.807625	0.888140845	0.87232	0.9331
cg18188891	7	101546948	0.319616667	0.81475	0.942459155	0.84794	0.95975
cg18193613	2	120524677	0.420016667	0.8431725	0.882622535	0.893	0.9629875
cg18202014	2	242433958	0.200966667	0.811805	0.936232394	0.89618	0.970375
cg18210619	17	8178743	0.305933333	0.7840725	0.862129577	0.8356	0.9403875
cg18219994	8	140826557	0.186383333	0.654065	0.861211268	0.6009	0.94075
cg18220365	1	97434409	0.360133333	0.6327225	0.849742254	0.62962	0.948025
cg18220639	11	120461210	0.265583333	0.744925	0.853301408	0.74726	0.9198
cg18232828	1	10846092	0.406183333	0.530705	0.83483662	0.54348	0.9305
cg18235088	6	32120623	0.2734	0.640405	0.802029577	0.56814	0.9619375
cg18239858	7	101712363	0.478266667	0.7840925	0.8933	0.74252	0.93245
cg18239942	14	105793879	0.170216667	0.5560925	0.84766338	0.61538	0.970975
cg18240850	12	122794229	0.282	0.71408	0.883640845	0.66638	0.949675
cg18241094	7	609545	0.450766667	0.811435	0.859380282	0.84134	0.931375
cg18250453	8	73924925	0.410983333	0.76619	0.808259155	0.80298	0.912325
cg18267790	1	27332632	0.469083333	0.8666575	0.897346479	0.89102	0.9476625
cg18269143	22	32555255	0.4951	0.70103	0.807694366	0.75552	0.921525
cg18269526	11	984455	0.3153	0.6241375	0.965328169	0.66434	0.9596625
cg18270343	8	143748005	0.427516667	0.7487725	0.801816901	0.75628	0.9429125
cg18277507	5	883880	0.204433333	0.4534775	0.901139437	0.61594	0.942975
cg18279455	14	55134717	0.3191	0.45149	0.847890141	0.56838	0.917525
cg18280126	11	57235389	0.45975	0.7836525	0.922926761	0.68732	0.967825
cg18282079	1	245389361	0.49995	0.8704125	0.903111268	0.86228	0.931625
cg18285492	16	11001871	0.318466667	0.654965	0.86115493	0.72408	0.9333125
cg18287222	6	137059970	0.185416667	0.6386525	0.83341831	0.69384	0.93255
cg18291331	11	66628290	0.42455	0.692175	0.864769014	0.66518	0.9249
cg18293555	22	20229988	0.325233333	0.7643775	0.87998169	0.77872	0.912775
cg18295923	14	94004416	0.197816667	0.5998775	0.822776056	0.62974	0.94665
cg18298997	11	133804557	0.353566667	0.4042325	0.878409859	0.46078	0.95375
cg18300492	5	2129206	0.261233333	0.4975275	0.853885915	0.54078	0.9716125
cg18315623	13	113424362	0.3786	0.6914475	0.869478873	0.75548	0.942975
cg18327049	14	103470338	0.432616667	0.7525175	0.915138028	0.78836	0.953725
cg18334288	10	438317	0.217733333	0.7460475	0.889915493	0.7537	0.9550875
cg18337479	10	134980303	0.131216667	0.63662	0.850747887	0.58378	0.912275
cg18344063	12	87232511	0.453783333	0.517765	0.854085915	0.50102	0.938275
cg18360825	10	102766458	0.329516667	0.4532925	0.855669014	0.62588	0.906475
cg18363268	14	89647120	0.40845	0.8240325	0.887230986	0.83164	0.91995
cg18389827	14	93419447	0.33725	0.4266175	0.866721127	0.42956	0.9015875
