							als1	als2						
chr19	4345890	4345966		chr19	4345959	4345960	NA	100	NA	NA	NA	100	NA	NA
chr19	4345890	4345966		chr19	4345960	4345961	NA	NA	NA	100	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371863	4371864	NA	100	NA	NA	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371876	4371877	NA	100	NA	NA	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371895	4371896	NA	NA	NA	100	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371896	4371897	NA	100	NA	NA	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371916	4371917	NA	NA	NA	100	NA	NA	NA	NA
chr19	4371859	4371935		chr19	4371917	4371918	NA	92.85714286	NA	NA	NA	NA	85.71428571	NA
chr19	5507199	5507275		chr19	5507202	5507203	66.66666667	90	83.33333333	100	63.63636364	NA	83.33333333	NA
chr19	5507199	5507275		chr19	5507203	5507204	100	100	83.33333333	90.90909091	NA	100	83.33333333	NA
chr19	5507199	5507275		chr19	5507237	5507238	100	88.88888889	100	57.14285714	92.30769231	100	100	NA
chr19	5507199	5507275		chr19	5507238	5507239	100	81.81818182	87.5	NA	100	NA	100	NA
chr19	5507199	5507275		chr19	5507242	5507243	91.66666667	100	100	85.71428571	100	100	100	NA
chr19	5507199	5507275		chr19	5507243	5507244	100	100	100	71.42857143	85.71428571	NA	100	NA
chr19	5507199	5507275		chr19	5507254	5507255	92.30769231	100	100	100	83.33333333	85.71428571	100	NA
chr19	5507199	5507275		chr19	5507255	5507256	NA	100	100	100	100	NA	NA	NA
chr19	5507199	5507275		chr19	5507256	5507257	100	100	90	100	83.33333333	100	100	NA
chr19	5507199	5507275		chr19	5507257	5507258	NA	100	100	100	100	NA	NA	NA
chr19	5507199	5507275		chr19	5507263	5507264	100	85.71428571	100	83.33333333	100	100	100	NA
chr19	5507199	5507275		chr19	5507264	5507265	83.33333333	100	83.33333333	100	100	NA	87.5	NA
chr19	5507269	5507345		chr19	5507302	5507303	100	91.66666667	75	100	100	100	100	NA
chr19	5507269	5507345		chr19	5507303	5507304	100	87.5	NA	87.5	100	83.33333333	94.73684211	NA
chr19	5507269	5507345		chr19	5507312	5507313	90	85.71428571	87.5	100	100	100	100	NA
chr19	5507269	5507345		chr19	5507313	5507314	100	85.71428571	85.71428571	77.77777778	85.71428571	100	100	NA
chr19	5507269	5507345		chr19	5507320	5507321	100	86.66666667	NA	100	90.90909091	100	100	NA
chr19	5507269	5507345		chr19	5507321	5507322	100	87.5	100	100	93.75	77.77777778	100	NA
chr19	5507269	5507345		chr19	5507325	5507326	90	93.33333333	NA	100	81.81818182	100	100	NA
chr19	5507269	5507345		chr19	5507326	5507327	100	93.75	100	87.5	100	66.66666667	100	NA
chr19	5507269	5507345		chr19	5507333	5507334	88.88888889	93.33333333	NA	100	100	100	100	NA
chr19	5507269	5507345		chr19	5507334	5507335	100	93.75	100	100	100	100	95.23809524	NA
chr19	5507377	5507453		chr19	5507404	5507405	NA	57.14285714	58.33333333	70	57.14285714	87.5	55.55555556	NA
chr19	5507377	5507453		chr19	5507405	5507406	85.71428571	64.70588235	88.88888889	75	66.66666667	85.71428571	76.47058824	NA
chr19	5507377	5507453		chr19	5507431	5507432	NA	75	85.71428571	50	100	100	100	83.33333333
chr19	5507377	5507453		chr19	5507432	5507433	85.71428571	75	100	71.42857143	90.90909091	100	91.66666667	NA
chr19	5507377	5507453		chr19	5507436	5507437	NA	72.72727273	78.57142857	91.66666667	85.71428571	87.5	100	100
chr19	5507377	5507453		chr19	5507437	5507438	100	93.75	85.71428571	100	100	100	91.66666667	NA
chr19	5507377	5507453		chr19	5507441	5507442	NA	100	85.71428571	100	100	100	100	100
chr19	5507377	5507453		chr19	5507442	5507443	87.5	93.33333333	75	100	100	83.33333333	83.33333333	NA
chr19	5507465	5507541		chr19	5507467	5507468	NA	100	60	100	NA	100	100	NA
chr19	5507465	5507541		chr19	5507468	5507469	100	100	100	NA	NA	83.33333333	85.71428571	NA
chr19	5507465	5507541		chr19	5507473	5507474	NA	100	100	100	NA	100	100	NA
chr19	5507465	5507541		chr19	5507474	5507475	100	100	85.71428571	NA	NA	NA	100	NA
chr19	5507465	5507541		chr19	5507479	5507480	NA	100	90	88.88888889	NA	100	100	NA
chr19	5507465	5507541		chr19	5507480	5507481	90.90909091	100	100	NA	NA	NA	100	NA
chr19	5507465	5507541		chr19	5507484	5507485	NA	100	80	100	NA	100	76.92307692	NA
chr19	5507465	5507541		chr19	5507485	5507486	100	NA	100	NA	NA	NA	NA	NA
chr19	5507465	5507541		chr19	5507495	5507496	NA	87.5	85.71428571	77.77777778	NA	100	100	NA
chr19	5507465	5507541		chr19	5507496	5507497	83.33333333	NA	100	NA	NA	NA	NA	NA
chr19	5507465	5507541		chr19	5507505	5507506	NA	100	88.88888889	90	100	91.66666667	100	NA
chr19	5507465	5507541		chr19	5507506	5507507	85.71428571	NA	100	NA	NA	NA	NA	NA
chr19	5507465	5507541		chr19	5507511	5507512	NA	100	66.66666667	100	70	100	92.30769231	NA
chr19	5507465	5507541		chr19	5507512	5507513	100	NA	85.71428571	NA	NA	NA	NA	NA
chr19	5507465	5507541		chr19	5507529	5507530	NA	66.66666667	100	100	100	100	83.33333333	NA
chr19	5507465	5507541		chr19	5507530	5507531	NA	NA	100	NA	NA	NA	NA	NA
chr19	8661189	8661265		chr19	8661248	8661249	NA	66.66666667	100	NA	71.42857143	NA	88.88888889	NA
chr19	15446542	15446618		.	-1	-1	.	.	.	.	.	.	.	.
chr19	18120653	18120729		.	-1	-1	.	.	.	.	.	.	.	.
chr19	35523393	35523469		.	-1	-1	.	.	.	.	.	.	.	.
chr19	40873898	40873974		chr19	40873967	40873968	100	90.32258065	100	93.33333333	100	93.75	100	100
chr19	40873898	40873974		chr19	40873968	40873969	NA	95.45454545	100	81.81818182	94.44444444	85.71428571	91.66666667	100
chr19	40917109	40917185		.	-1	-1	.	.	.	.	.	.	.	.
chr19	45150650	45150726		.	-1	-1	.	.	.	.	.	.	.	.
chr19	45822887	45822963		chr19	45822928	45822929	NA	85.71428571	88.88888889	100	NA	100	NA	NA
chr19	46288777	46288853		.	-1	-1	.	.	.	.	.	.	.	.
chr19	46292404	46292480		chr19	46292477	46292478	81.81818182	77.77777778	57.14285714	55.55555556	66.66666667	85.71428571	40	33.33333333
chr19	46292404	46292480		chr19	46292478	46292479	66.66666667	86.66666667	60	75	57.14285714	68.42105263	64.70588235	NA
chr19	49223203	49223279		.	-1	-1	.	.	.	.	.	.	.	.
chr19	49258776	49258852		.	-1	-1	.	.	.	.	.	.	.	.
chr19	49576880	49576956		.	-1	-1	.	.	.	.	.	.	.	.
chr19	56031298	56031374		chr19	56031366	56031367	NA	66.66666667	100	100	NA	87.5	NA	NA
chr19	56031298	56031374		chr19	56031367	56031368	NA	NA	87.5	NA	NA	71.42857143	100	NA
chr19	56688348	56688424		.	-1	-1	.	.	.	.	.	.	.	.
chr19	56688364	56688440		.	-1	-1	.	.	.	.	.	.	.	.
chr20	3687742	3687818		.	-1	-1	.	.	.	.	.	.	.	.
chr20	20066228	20066304		.	-1	-1	.	.	.	.	.	.	.	.
chr20	31642987	31643063		.	-1	-1	.	.	.	.	.	.	.	.
chr20	35092391	35092467		chr20	35092405	35092406	NA	NA	NA	10	NA	NA	NA	NA
chr20	35092391	35092467		chr20	35092409	35092410	NA	NA	NA	0	NA	NA	NA	NA
chr20	35092391	35092467		chr20	35092447	35092448	NA	NA	NA	0	NA	NA	NA	NA
chr20	35092391	35092467		chr20	35092453	35092454	NA	NA	NA	10	NA	NA	NA	NA
chr20	41822946	41823022		.	-1	-1	.	.	.	.	.	.	.	.
chr20	43987870	43987946		.	-1	-1	.	.	.	.	.	.	.	.
chr20	44471731	44471807		chr20	44471795	44471796	NA	100	71.42857143	NA	66.66666667	100	100	NA
chr20	44471731	44471807		chr20	44471796	44471797	100	100	NA	100	NA	100	100	NA
chr20	48601807	48601883		.	-1	-1	.	.	.	.	.	.	.	.
chr20	57087104	57087180		chr20	57087152	57087153	NA	NA	NA	NA	NA	NA	66.66666667	NA
chr20	57457417	57457493		chr20	57457422	57457423	100	81.25	100	91.66666667	NA	68.75	46.15384615	NA
chr20	57457417	57457493		chr20	57457423	57457424	100	100	100	76.92307692	62.5	84.61538462	NA	83.33333333
chr20	60858289	60858365		chr20	60858350	60858351	100	73.68421053	50	83.33333333	90	8.333333333	90	NA
chr20	60858289	60858365		chr20	60858351	60858352	87.5	41.66666667	43.75	100	100	0	93.33333333	88.88888889
chr20	61151397	61151473		.	-1	-1	.	.	.	.	.	.	.	.
chr20	61947323	61947399		.	-1	-1	.	.	.	.	.	.	.	.
chr21	34166462	34166538		chr21	34166492	34166493	100	100	100	100	100	100	81.81818182	NA
chr21	37842625	37842701		chr21	37842664	37842665	100	92.85714286	100	100	100	100	100	NA
chr21	37842625	37842701		chr21	37842665	37842666	NA	100	91.66666667	100	100	88.88888889	83.33333333	NA
chr21	37842625	37842701		chr21	37842692	37842693	42.85714286	93.75	50	90	91.66666667	45.45454545	92.30769231	NA
chr21	37842625	37842701		chr21	37842693	37842694	NA	100	70	100	NA	16.66666667	90.90909091	NA
chr21	43782425	43782501		chr21	43782469	43782470	100	NA	NA	100	92.85714286	100	100	71.42857143
chr21	43782425	43782501		chr21	43782470	43782471	NA	NA	100	NA	NA	100	87.5	NA
chr21	43782425	43782501		chr21	43782474	43782475	100	100	NA	88.88888889	92.85714286	100	100	100
chr21	43782425	43782501		chr21	43782475	43782476	NA	NA	80	NA	NA	100	100	NA
chr21	44089067	44089143		chr21	44089086	44089087	NA	NA	100	NA	100	NA	NA	NA
chr21	44089067	44089143		chr21	44089111	44089112	NA	100	66.66666667	NA	83.33333333	NA	NA	NA
chr21	44089067	44089143		chr21	44089133	44089134	NA	100	100	NA	100	NA	NA	NA
chr21	44486223	44486299		chr21	44486273	44486274	NA	45.45454545	NA	50	22.22222222	50	62.5	28.57142857
chr21	44486223	44486299		chr21	44486274	44486275	NA	70	41.66666667	16.66666667	70	30	14.28571429	NA
chr21	46368015	46368091		chr21	46368015	46368016	NA	100	90.90909091	90.90909091	100	100	100	NA
chr21	46368015	46368091		chr21	46368016	46368017	NA	NA	NA	100	NA	NA	NA	NA
chr21	46368015	46368091		chr21	46368025	46368026	NA	84.61538462	100	100	100	90.90909091	100	NA
chr21	46368015	46368091		chr21	46368026	46368027	NA	NA	NA	100	NA	NA	NA	NA
chr21	46368015	46368091		chr21	46368087	46368088	NA	90.90909091	76.92307692	100	90.90909091	100	83.33333333	NA
chr21	46787050	46787126		.	-1	-1	.	.	.	.	.	.	.	.
chr22	26137663	26137739		.	-1	-1	.	.	.	.	.	.	.	.
chr22	26137777	26137853		.	-1	-1	.	.	.	.	.	.	.	.
chr22	26138354	26138430		chr22	26138366	26138367	70	61.53846154	77.77777778	71.42857143	28.57142857	57.14285714	58.33333333	66.66666667
chr22	26138354	26138430		chr22	26138367	26138368	NA	NA	60	83.33333333	NA	NA	100	NA
chr22	26922876	26922952		.	-1	-1	.	.	.	.	.	.	.	.
chr22	26952622	26952698		chr22	26952626	26952627	0	7.407407407	21.42857143	38.46153846	42.85714286	0	11.76470588	42.85714286
chr22	26952622	26952698		chr22	26952627	26952628	25	NA	33.33333333	42.85714286	41.66666667	11.11111111	20	NA
chr22	26952622	26952698		chr22	26952641	26952642	11.11111111	12	8.333333333	63.63636364	0	28.57142857	45.45454545	14.28571429
chr22	26952622	26952698		chr22	26952642	26952643	15.38461538	0	22.22222222	28.57142857	10	28.57142857	28.57142857	NA
chr22	36013369	36013445		chr22	36013391	36013392	87.5	100	100	75	91.66666667	93.33333333	85.71428571	100
chr22	36013369	36013445		chr22	36013392	36013393	100	87.5	100	100	100	100	83.33333333	100
chr22	36013369	36013445		chr22	36013429	36013430	100	100	90	92.85714286	100	100	94.44444444	100
chr22	36013369	36013445		chr22	36013430	36013431	100	78.57142857	100	90.90909091	100	88.23529412	78.57142857	NA
chr22	36013600	36013676		.	-1	-1	.	.	.	.	.	.	.	.
chr22	36809243	36809319		.	-1	-1	.	.	.	.	.	.	.	.
chr22	44394781	44394857		chr22	44394799	44394800	NA	NA	NA	90.90909091	87.5	80	100	NA
chr22	44394781	44394857		chr22	44394800	44394801	85.71428571	100	100	100	NA	100	76.92307692	NA
chr22	44394781	44394857		chr22	44394806	44394807	NA	100	NA	100	87.5	88.88888889	100	NA
chr22	44394781	44394857		chr22	44394807	44394808	100	100	89.47368421	100	NA	100	76.92307692	NA
chr22	44394781	44394857		chr22	44394853	44394854	NA	87.5	NA	71.42857143	100	85.71428571	100	NA
chr22	44394781	44394857		chr22	44394854	44394855	100	100	100	NA	NA	NA	100	NA
chr22	44394942	44395018		chr22	44394952	44394953	NA	83.33333333	NA	NA	NA	NA	NA	NA
chr22	44394942	44395018		chr22	44394953	44394954	NA	NA	NA	NA	NA	NA	25	NA
chr22	44394942	44395018		chr22	44395004	44395005	83.33333333	100	100	NA	NA	100	NA	NA
chr22	44394942	44395018		chr22	44395005	44395006	NA	100	100	NA	NA	NA	83.33333333	NA
chr22	50158132	50158208		chr22	50158174	50158175	71.42857143	100	100	100	NA	100	100	NA
chr22	50158132	50158208		chr22	50158183	50158184	83.33333333	100	100	90	NA	100	85.71428571	NA
chr22	50158132	50158208		chr22	50158190	50158191	NA	NA	NA	100	NA	NA	NA	NA
chr22	50158132	50158208		chr22	50158191	50158192	NA	100	100	100	NA	100	87.5	NA
chr22	50158132	50158208		chr22	50158198	50158199	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr22	50158132	50158208		chr22	50158199	50158200	NA	100	100	100	NA	100	100	NA
