CpG. Probe	chr	start	"Average of all tissues, not lung"	Fibrotic Average	Lung Average	Leukocyte Average
cg13792007	1	23450795	0.904156757	-1	-1	0.945425
cg13792694	9	97865232	0.8033	-1	-1	0.9239
cg13793584	13	111505761	0.80444955	-1	-1	0.9198375
cg13795488	19	56609804	0.901454054	-1	-1	0.9536125
cg13796936	1	118175205	0.867365766	-1	-1	0.9326375
cg13799462	6	33234467	0.887456757	-1	-1	0.95185
cg13804356	7	36345224	0.918096396	-1	-1	0.936175
cg13808594	9	132637059	0.949014414	-1	-1	0.94305
cg13808848	2	236601407	0.810916216	-1	-1	0.9220875
cg13811667	9	138011583	0.947167568	-1	-1	0.9561875
cg13814738	9	135981772	0.871132432	-1	-1	0.92115
cg13819319	14	104917395	0.923012613	-1	-1	0.9317625
cg13819577	1	248512075	0.884506306	-1	-1	0.927275
cg13821972	9	138387195	0.95153964	-1	-1	0.9505375
cg13825334	15	25925590	0.887992793	-1	-1	0.9312
cg13828375	9	86590550	0.838842342	-1	-1	0.9385375
cg13831433	7	151814708	0.911954054	-1	-1	0.9544125
cg13835062	10	135272143	0.948802703	-1	-1	0.947075
cg13837916	6	26863643	0.88663964	-1	-1	0.938525
cg13840782	11	2482394	0.892767568	-1	-1	0.9542125
cg13842203	10	132632713	0.841807207	-1	-1	0.92055
cg13844820	1	50574156	0.849946847	-1	-1	0.9372875
cg13845149	1	115829546	0.892988288	0.369	0.8792	0.922375
cg13845634	17	42019858	0.861618919	0.358325	0.777325	0.9035625
cg13847137	4	6380703	0.919868468	-1	-1	0.9128
cg13848291	1	3380111	0.90116036	-1	-1	0.9412
cg13849066	17	37331768	0.92332973	-1	-1	0.9630625
cg13851647	12	68647351	0.927527928	0.4269	0.447675	0.9667
cg13854412	9	128162572	0.903206306	-1	-1	0.9363125
cg13854423	1	3096450	0.832362162	-1	-1	0.9033625
cg13854747	2	174231941	0.913590991	-1	-1	0.954925
cg13855897	7	26226389	0.884973874	-1	-1	0.955275
cg13858754	14	64061800	0.930409009	-1	-1	0.977375
cg13859886	9	71661107	0.84732973	-1	-1	0.9489125
cg13862169	1	201144179	0.863900901	-1	-1	0.9493125
cg13867532	9	34835944	0.894732432	-1	-1	0.917075
cg13872739	9	95246206	0.83851982	-1	-1	0.9177375
cg13877423	7	5521770	0.953	0.45025	0.815125	0.9544625
cg13883904	4	54292066	0.897375676	0.445075	0.9293	0.951625
cg13887933	9	36840541	0.900945045	-1	-1	0.9304125
cg13889918	3	9233414	0.922510811	-1	-1	0.9534625
cg13892928	9	136072406	0.835396396	-1	-1	0.918225
cg13898697	1	36641773	0.908572973	-1	-1	0.9284375
cg13899143	7	11315835	0.861793694	-1	-1	0.9013375
cg13901539	9	116811633	0.944734234	0.459225	0.97925	0.9312375
cg13914024	1	161009644	0.867571171	-1	-1	0.937025
cg13914354	9	139118767	0.828991892	-1	-1	0.9111875
cg13916287	2	219507577	0.911045045	-1	-1	0.9641375
cg13916352	12	129822165	0.882900901	-1	-1	0.9177125
cg13916816	1	1953059	0.821889189	-1	-1	0.9669375
cg13929271	9	138770623	0.822311712	-1	-1	0.930375
cg13931565	1	36030193	0.820179279	-1	-1	0.9268375
cg13932046	10	78343530	0.805247748	0.495875	0.5253	0.919
cg13934015	9	116812263	0.945913514	-1	-1	0.954925
cg13939311	9	140401437	0.898164865	-1	-1	0.94665
cg13940634	7	5941157	0.904177477	0.4272	0.87405	0.9632625
cg13941078	2	190686992	0.937804505	-1	-1	0.9765875
cg13944436	19	4683065	0.955116216	-1	-1	0.93715
cg13949816	20	40251776	0.913765766	-1	-1	0.9582375
cg13950905	7	104869288	0.863848649	-1	-1	0.9280125
cg13955432	7	117864720	0.976136036	-1	-1	0.9718625
cg13959595	9	139910220	0.966554054	0.489525	0.48795	0.9779
cg13967810	9	2166907	0.800590991	-1	-1	0.94545
cg13970259	9	96013694	0.906181982	-1	-1	0.934475
cg13976205	9	92049191	0.843688288	-1	-1	0.949525
cg13976210	1	161719059	0.890117117	-1	-1	0.9385125
cg13977073	10	5979252	0.908867568	-1	-1	0.9019875
cg13978601	9	131905041	0.800083784	-1	-1	0.94965
cg13980863	9	136117831	0.899444144	-1	-1	0.93825
cg13981034	14	21860709	0.901513514	-1	-1	0.95225
cg13985118	14	103400000	0.90860991	-1	-1	0.9331375
cg13989455	1	12628244	0.93432973	-1	-1	0.97145
cg13990848	9	93883110	0.847665766	-1	-1	0.9255625
cg13991609	9	129282604	0.83628018	-1	-1	0.953225
cg13994196	6	117737102	0.898815315	-1	-1	0.9366375
cg13995916	6	169629696	0.908103604	-1	-1	0.9344875
cg14009820	2	1853176	0.858369369	-1	-1	0.95015
cg14010472	9	33045505	0.916868468	0.41025	0.8976	0.954875
cg14011422	10	5227757	0.812859459	-1	-1	0.90345
cg14014936	9	139008874	0.934220721	-1	-1	0.95075
cg14015002	9	140003378	0.920524324	0.4649	0.95695	0.9469875
cg14015401	7	4747745	0.885999099	-1	-1	0.9066125
cg14016587	19	40433779	0.945927027	0.47225	0.962	0.95345
cg14018786	7	149159458	0.871047748	-1	-1	0.90575
cg14019348	2	9504768	0.908502703	-1	-1	0.9615125
cg14020186	9	135866029	0.847124324	-1	-1	0.9005875
cg14020379	9	138714520	0.869227027	-1	-1	0.9263625
cg14020585	9	134483409	0.914928829	-1	-1	0.9667125
cg14023589	12	72875216	0.850073874	-1	-1	0.933375
cg14025044	12	133564019	0.867946847	-1	-1	0.943375
cg14025345	4	7373088	0.835046847	-1	-1	0.9234875
cg14026325	8	144787867	0.884874775	-1	-1	0.9216125
cg14033039	6	168928303	0.940554054	-1	-1	0.9482
cg14039299	9	135251409	0.903681081	-1	-1	0.9578
cg14041701	11	70282789	0.932309009	-1	-1	0.94225
cg14046988	14	105411311	0.962026126	-1	-1	0.9545875
cg14048463	19	11145635	0.960336036	-1	-1	0.9701125
cg14049807	9	100983368	0.965228829	-1	-1	0.9430625
cg14054357	17	2607986	0.903663964	-1	-1	0.9187125
cg14054789	7	1348409	0.898592793	-1	-1	0.9442
cg14058551	9	115313103	0.877430631	-1	-1	0.9583625
cg14059126	2	235474894	0.869512613	-1	-1	0.9637375
cg14059830	9	125878907	0.899544144	-1	-1	0.942275
cg14060865	11	78372293	0.869421622	-1	-1	0.90025
cg14062643	9	130686306	0.86057027	-1	-1	0.9318625
cg14063817	6	537496	0.973942342	-1	-1	0.977525
cg14067788	2	34590591	0.817636937	-1	-1	0.90095
cg14069091	10	31190550	0.940211712	-1	-1	0.9020875
cg14075139	17	4454102	0.945882883	-1	-1	0.9586375
cg14075627	9	71863002	0.974236036	-1	-1	0.9718375
cg14077111	5	68505736	0.821221622	-1	-1	0.9276625
cg14078789	9	5650737	0.924416216	-1	-1	0.96145
cg14078793	19	40393119	0.89881982	-1	-1	0.936775
cg14079492	11	3692562	0.882654955	-1	-1	0.923975
cg14080521	11	27761859	0.865818919	-1	-1	0.9181625
cg14081950	15	69615415	0.907825225	-1	-1	0.933025
cg14082737	4	165953129	0.953256757	0.440375	0.98045	0.960925
cg14083801	12	9568315	0.865478378	-1	-1	0.9007
cg14084171	9	138888923	0.812069369	-1	-1	0.9433125
cg14089493	11	42862578	0.848131532	-1	-1	0.9202875
cg14090211	19	5077526	0.875332432	-1	-1	0.9050125
cg14092010	7	91050449	0.872927027	-1	-1	0.951625
cg14093012	9	124971943	0.967700901	-1	-1	0.970875
cg14094444	5	151183712	0.887125225	-1	-1	0.9613375
cg14096744	3	66623945	0.904359459	-1	-1	0.93775
cg14097185	10	829333	0.963702703	-1	-1	0.9503625
cg14097849	22	39529194	0.917327928	-1	-1	0.90345
cg14105000	17	55193516	0.917638739	-1	-1	0.9092
cg14109579	2	241569709	0.941905405	-1	-1	0.947975
cg14109584	2	157551664	0.904090991	-1	-1	0.949375
cg14121234	10	696332	0.843474775	-1	-1	0.9757625
cg14125583	4	664666	0.909594595	-1	-1	0.9663875
cg14128708	11	2176433	0.869191892	-1	-1	0.9331
cg14131376	14	85715831	0.816845045	-1	-1	0.914175
cg14132965	2	149435968	0.892040541	-1	-1	0.9001125
cg14149609	3	53032638	0.89314955	-1	-1	0.9386
cg14152613	8	82391089	0.88362973	-1	-1	0.943075
cg14161399	1	1102446	0.925768468	-1	-1	0.9547875
cg14163691	14	105268590	0.923959459	-1	-1	0.92915
cg14164596	11	6462110	0.896884685	-1	-1	0.958025
cg14165186	15	86220255	0.891261261	-1	-1	0.9066875
cg14168002	9	130656861	0.975136937	-1	-1	0.9775875
cg14170172	21	45675982	0.930938739	0.437875	0.953475	0.9253625
cg14171460	1	3332188	0.816963964	-1	-1	0.9654625
cg14174232	9	18909891	0.881618919	-1	-1	0.9424375
cg14176804	1	160797850	0.861825225	-1	-1	0.9344625
cg14178306	7	130563030	0.868198198	-1	-1	0.952
cg14178856	1	223257541	0.91879009	-1	-1	0.9723625
cg14180479	11	17667326	0.884338739	-1	-1	0.9381625
cg14180561	9	139337150	0.866415315	-1	-1	0.9285625
cg14181355	19	12984996	0.843372072	-1	-1	0.93635
cg14182610	1	46073731	0.877358559	-1	-1	0.9571
cg14187877	4	16679554	0.824524324	-1	-1	0.921275
cg14188539	10	134797707	0.839296396	-1	-1	0.92815
cg14189534	15	77436852	0.915227027	-1	-1	0.9691875
cg14199629	9	84202866	0.831676577	-1	-1	0.939425
cg14201544	9	140187948	0.881123423	-1	-1	0.936625
cg14202491	17	77954523	0.975863063	0.479075	0.97975	0.9750875
cg14209875	19	45515588	0.87617027	-1	-1	0.953475
cg14210311	1	44726943	0.920774775	-1	-1	0.968625
cg14211055	21	47704251	0.823469369	-1	-1	0.9415
cg14214425	12	130623165	0.872221622	-1	-1	0.9047125
cg14215363	8	124632130	0.86824955	0.302125	0.860325	0.9562375
cg14218938	7	86853873	0.892998198	-1	-1	0.93495
cg14218974	9	139144367	0.949338739	-1	-1	0.9641125
cg14223613	15	80884071	0.969762162	-1	-1	0.962825
cg14235271	20	57462812	0.915358559	-1	-1	0.940275
cg14239530	9	135581257	0.904912613	0.45495	0.9031	0.9159875
cg14248360	12	132551398	0.905557658	-1	-1	0.9474625
cg14249008	6	34231076	0.963503604	-1	-1	0.9381
cg14250937	9	139723883	0.87371982	-1	-1	0.9429375
cg14251805	9	129222402	0.884384685	-1	-1	0.95665
cg14253635	9	132436438	0.863446847	-1	-1	0.905775
cg14256022	10	134216452	0.848948649	-1	-1	0.9202625
cg14258107	1	9664334	0.845946847	-1	-1	0.9175
cg14258250	9	139255778	0.83633964	0.255775	0.5355	0.9606125
cg14258595	12	44173883	0.870118018	-1	-1	0.921675
cg14267537	7	100913057	0.863732432	-1	-1	0.9086375
cg14273355	9	137855562	0.93369009	-1	-1	0.932575
cg14278534	7	28967567	0.932928829	-1	-1	0.9731375
cg14283497	9	138702465	0.927686486	-1	-1	0.95405
cg14288086	10	1767511	0.881591892	-1	-1	0.960525
cg14291291	6	33656083	0.903265766	-1	-1	0.974825
cg14292552	11	364809	0.834969369	-1	-1	0.91115
cg14294158	14	92508984	0.886892793	-1	-1	0.9137125
cg14296220	9	32431791	0.930614414	-1	-1	0.966425
cg14305560	9	139487958	0.882030631	-1	-1	0.9374625
cg14311495	9	95764742	0.903926126	-1	-1	0.952475
cg14319135	7	63667452	0.921918018	0.443525	0.943875	0.9363625
cg14319378	9	131041445	0.849133333	-1	-1	0.91155
cg14330206	17	76490717	0.94128018	-1	-1	0.9487
cg14330479	8	1808270	0.969491892	-1	-1	0.958575
cg14331493	6	160220721	0.887364865	-1	-1	0.9789375
cg14332588	2	241078763	0.869802703	-1	-1	0.9226
cg14339760	9	130550808	0.86521982	0.3992	0.876525	0.91335
cg14339778	10	134359611	0.94555045	-1	-1	0.949575
cg14341051	21	47562057	0.893827928	-1	-1	0.954975
cg14341310	3	15297023	0.867568468	-1	-1	0.9231
cg14348182	9	138823525	0.944104505	-1	-1	0.9483625
cg14350224	11	63885769	0.927576577	-1	-1	0.931325
cg14351767	9	37442137	0.936756757	0.320425	0.809175	0.9170875
cg14354430	9	136911493	0.975852252	-1	-1	0.9759875
cg14354671	9	80981815	0.852537838	0.297	0.75285	0.959975
cg14359531	9	140401382	0.891244144	-1	-1	0.9682625
cg14368080	17	67590991	0.869772973	-1	-1	0.929425
cg14372635	10	134971594	0.862147748	-1	-1	0.929125
cg14373597	7	140080184	0.897730631	-1	-1	0.94655
cg14374781	1	17739956	0.947895495	-1	-1	0.953625
cg14375163	1	1296488	0.878618018	-1	-1	0.9189875
cg14379490	9	96221055	0.914096396	-1	-1	0.9716875
cg14380408	9	140944087	0.908833333	-1	-1	0.94035
cg14381677	1	202778618	0.809094595	-1	-1	0.908725
cg14392929	9	136758143	0.890877477	-1	-1	0.9354875
cg14399839	9	130825882	0.883831532	-1	-1	0.947075
cg14403770	17	74303900	0.969302703	-1	-1	0.9508625
cg14411200	9	131571641	0.856294595	-1	-1	0.9106
cg14411311	9	101411943	0.882166667	-1	-1	0.9444125
cg14414534	9	100286483	0.913220721	-1	-1	0.9624125
cg14418175	1	228109373	0.962411712	-1	-1	0.9583375
cg14424582	2	91935520	0.916255856	0.394175	0.86695	0.9053875
cg14425628	7	148984719	0.925303604	-1	-1	0.9620375
cg14433037	7	824325	0.971715315	-1	-1	0.9764625
cg14434198	9	97369302	0.944148649	-1	-1	0.927625
cg14435671	9	140318854	0.821982883	-1	-1	0.92355
cg14437072	8	144461130	0.967321622	-1	-1	0.97325
cg14448765	9	136729858	0.928879279	0.4385	0.918875	0.9717375
cg14449982	9	124458015	0.904406306	-1	-1	0.9643125
cg14451979	2	748557	0.933313514	-1	-1	0.92915
cg14456034	9	139362909	0.915810811	0.270725	0.809875	0.9707125
cg14461450	5	80646275	0.813556757	-1	-1	0.909725
cg14461511	9	127993113	0.917157658	-1	-1	0.9664125
cg14463461	7	92161607	0.819161261	-1	-1	0.9341875
cg14464057	2	210673311	0.943193694	-1	-1	0.94045
cg14465344	5	192529	0.893515315	-1	-1	0.924275
cg14475035	2	111883501	0.88641982	-1	-1	0.93345
cg14476331	6	157322541	0.875811712	-1	-1	0.905725
cg14479463	9	23718318	0.900057658	-1	-1	0.9323375
cg14482292	2	132384714	0.873811712	-1	-1	0.9260625
cg14483209	6	160221261	0.842274775	-1	-1	0.9421875
cg14484356	7	35710038	0.863775676	0.3944	0.878025	0.9393625
cg14487959	9	36569523	0.936399099	-1	-1	0.910875
cg14488472	7	21946116	0.913492793	-1	-1	0.9573
cg14491169	17	17481059	0.95304955	0.4728	0.957225	0.9438625
cg14495729	7	158283266	0.901984685	-1	-1	0.916075
cg14502963	9	135393257	0.889215315	-1	-1	0.94435
cg14504229	15	22968644	0.82717027	-1	-1	0.9363875
cg14513222	9	140079404	0.97462973	-1	-1	0.9731375
cg14517001	17	80179931	0.900613514	-1	-1	0.9191125
cg14519946	1	3703714	0.894795495	-1	-1	0.944975
cg14523841	1	110307600	0.904971171	-1	-1	0.9471625
cg14525035	7	12370351	0.883027027	-1	-1	0.9255
cg14525703	9	137661460	0.892120721	-1	-1	0.924275
cg14528147	1	113001201	0.873168468	-1	-1	0.936425
cg14529086	19	35226828	0.879028829	-1	-1	0.9483375
cg14529758	19	5846599	0.853174775	-1	-1	0.9215125
cg14531582	10	125327658	0.880481081	-1	-1	0.935375
cg14534701	5	122971865	0.965152252	-1	-1	0.95155
cg14536097	6	14282477	0.882681982	-1	-1	0.9247375
cg14537953	2	113808683	0.935835135	-1	-1	0.9255625
cg14539247	4	1214544	0.963112613	-1	-1	0.955825
cg14543291	14	104618788	0.958199099	-1	-1	0.9496125
cg14543676	2	133175382	0.904956757	-1	-1	0.9082125
cg14545253	6	56894280	0.859442342	-1	-1	0.9359375
cg14549427	2	10095202	0.922297297	-1	-1	0.969175
cg14549906	3	197500745	0.920753153	-1	-1	0.9308
cg14551952	2	121107444	0.955163964	-1	-1	0.953625
cg14554788	3	99842452	0.889573874	-1	-1	0.9088375
cg14562181	9	131588509	0.833956757	-1	-1	0.9365375
cg14563115	1	14082215	0.906292793	-1	-1	0.9641375
cg14563831	9	35679275	0.897725225	0.406225	0.881875	0.9473375
cg14565407	3	23032259	0.956186486	0.470825	0.955325	0.923425
cg14566589	7	151836294	0.915702703	0.469075	0.94595	0.9437
cg14566661	3	108837088	0.923411712	-1	-1	0.958075
cg14567260	5	60346051	0.876542342	0.38275	0.89015	0.916525
cg14567332	19	10790551	0.899703604	-1	-1	0.959925
cg14570632	9	137243592	0.804996396	0.399375	0.893675	0.912225
cg14572709	2	100934907	0.880745045	-1	-1	0.9242125
cg14573356	13	99174341	0.839254955	-1	-1	0.9447375
cg14577415	9	123592420	0.890181982	-1	-1	0.9530125
cg14583481	3	118865028	0.87816036	-1	-1	0.9406125
cg14589553	9	140275263	0.882955856	-1	-1	0.9152875
cg14591805	11	67166367	0.906443243	-1	-1	0.93535
cg14593290	7	50529359	0.86887027	-1	-1	0.91445
cg14603046	7	152157902	0.878446847	0.286925	0.75425	0.929625
cg14603420	8	1359730	0.87489009	0.46205	0.954225	0.9440875
cg14609841	17	60217788	0.94995045	-1	-1	0.97415
cg14612303	9	16214627	0.88190991	-1	-1	0.9062875
cg14612892	9	35971600	0.96540991	-1	-1	0.9719875
cg14615537	9	107091808	0.955017117	0.4707	0.963225	0.9532375
cg14620208	9	140652685	0.95784955	-1	-1	0.95425
cg14623381	9	139831796	0.870047748	-1	-1	0.9109875
cg14624294	10	3810173	0.92789009	-1	-1	0.9668125
cg14625594	9	129291374	0.910136036	-1	-1	0.954475
cg14630237	7	91742501	0.86310991	-1	-1	0.903425
cg14632918	7	157958299	0.914232432	-1	-1	0.9618125
cg14637927	7	129172011	0.907948649	-1	-1	0.92915
cg14640051	6	29408447	0.961016216	0.475475	0.466875	0.9593625
cg14642464	22	46777848	0.969235135	-1	-1	0.966375
cg14645518	17	663118	0.896142342	-1	-1	0.9501875
cg14647335	7	55712936	0.901757658	-1	-1	0.9612
cg14647580	6	44254149	0.874105405	-1	-1	0.933
cg14647620	9	100462742	0.904440541	-1	-1	0.9062875
cg14652434	3	183674797	0.97336036	0.47985	0.972875	0.9732375
cg14663967	4	4035958	0.836986486	-1	-1	0.9243875
cg14676518	3	196758141	0.916274775	-1	-1	0.9562875
cg14678084	7	127627251	0.848016216	-1	-1	0.9304375
cg14689979	5	137143797	0.847897297	-1	-1	0.917525
cg14692216	10	48428803	0.953096396	-1	-1	0.95065
cg14696601	11	86644657	0.897712613	-1	-1	0.9547875
cg14698867	19	48950884	0.894864865	-1	-1	0.93695
cg14701925	3	128980811	0.822991892	-1	-1	0.958925
cg14704208	6	107253750	0.938021622	-1	-1	0.923275
cg14706317	5	1566432	0.801911712	-1	-1	0.90015
cg14712939	1	171481210	0.887145946	-1	-1	0.92785
cg14714749	11	134237868	0.93006036	-1	-1	0.9405375
cg14720951	8	1364427	0.947232432	-1	-1	0.938225
cg14735645	6	9486422	0.884875676	-1	-1	0.9467375
cg14739378	6	46655306	0.961423423	-0.03585	0.952625	0.9463375
cg14741698	12	131298042	0.88053964	-1	-1	0.9693875
cg14751199	7	1991939	0.973422523	-1	-1	0.964525
cg14757339	6	32010240	0.975217117	-1	-1	0.9670625
cg14760010	2	150282421	0.889997297	0.391875	0.854275	0.9048375
cg14763352	5	63961678	0.870627928	-1	-1	0.914575
cg14781890	6	158093910	0.970301802	-1	-1	0.9659375
cg14782638	7	72853018	0.881298198	-1	-1	0.942825
cg14783517	1	120180010	0.876922523	-1	-1	0.9130625
cg14783639	5	1257034	0.871037838	-1	-1	0.9427875
cg14786185	17	45857482	0.866265766	-1	-1	0.9023625
cg14786794	10	82669655	0.891455856	-1	-1	0.9226875
cg14787287	1	94587589	0.920964865	-1	-1	0.9701875
cg14787581	1	108019964	0.866215315	-1	-1	0.9261875
cg14793764	1	1110852	0.872663964	-1	-1	0.921575
cg14795939	7	142457284	0.831812613	-1	-1	0.931925
cg14812313	6	32797268	0.873314414	-1	-1	0.9540125
cg14819088	5	176811305	0.834430631	-1	-1	0.925425
cg14820221	19	5593932	0.948056757	-1	-1	0.9405125
cg14824750	4	132647121	0.9344	-1	-1	0.911125
cg14829271	8	28633323	0.970164865	0.485225	0.48165	0.9592375
cg14835138	10	7573552	0.941295495	-1	-1	0.9567125
cg14839014	8	110100005	0.885317117	-1	-1	0.9017
cg14839905	11	68183723	0.982940541	0.4906	0.98705	0.976
cg14845053	3	52276132	0.862441441	-1	-1	0.9500625
cg14848364	13	114021739	0.860276577	-1	-1	0.925675
cg14852107	1	20827563	0.809038739	-1	-1	0.9476125
cg14854287	5	423894	0.915281982	-1	-1	0.9527
cg14855931	3	138631456	0.859717117	-1	-1	0.9485625
cg14861497	13	73639108	0.830364865	-1	-1	0.910575
cg14861934	10	1130165	0.947753153	-1	-1	0.9430625
cg14870493	19	58992028	0.888073874	-1	-1	0.9055875
cg14876906	2	170658438	0.869885586	-1	-1	0.9039875
cg14880527	10	81921745	0.895274775	0.411275	0.89655	0.93555
cg14888579	11	46426289	0.868136937	-1	-1	0.9454375
cg14890102	5	134989659	0.907412613	-1	-1	0.9434625
cg14892517	2	53898063	0.868873874	-1	-1	0.950175
cg14898332	11	57249384	0.850514414	-1	-1	0.9155125
cg14898824	12	64851143	0.886720721	-1	-1	0.9514375
cg14899145	4	1333483	0.931721622	-1	-1	0.9665125
cg14918503	10	429999	0.889721622	-1	-1	0.9041125
cg14918884	10	73892993	0.863904505	-1	-1	0.9463
cg14926286	19	16629967	0.913879279	-1	-1	0.95505
cg14932408	10	133985911	0.913636036	-1	-1	0.9603375
cg14938313	11	70028676	0.913214414	-1	-1	0.9245125
cg14939553	3	46502652	0.898782883	-1	-1	0.9404625
cg14940043	4	70648159	0.884981081	-1	-1	0.9269625
cg14940698	18	77499754	0.973588288	-1	-1	0.955125
cg14948655	7	117067283	0.88891982	-1	-1	0.9028375
cg14950165	11	3744085	0.804696396	-1	-1	0.919725
cg14951856	10	80275252	0.898286486	-1	-1	0.95065
cg14958956	10	102722131	0.867045045	-1	-1	0.9162
cg14963897	20	34288750	0.814399099	-1	-1	0.965475
cg14969806	1	5919854	0.967445946	0.4606	0.9501	0.962075
cg14971089	1	212658636	0.886454955	-1	-1	0.917475
cg14976001	19	56510833	0.976012613	-1	-1	0.9703
cg14991727	1	65660774	0.912362162	-1	-1	0.939025
cg14993964	7	97824766	0.87385045	-1	-1	0.93265
cg14994258	2	1647260	0.890555856	-1	-1	0.9406125
cg14995181	6	30308706	0.880381982	-1	-1	0.9465875
cg14996490	6	32171796	0.890152252	-1	-1	0.922525
cg15001959	2	54483431	0.941811712	-1	-1	0.956425
cg15002700	12	133431021	0.908846847	-1	-1	0.967125
cg15007356	5	120040283	0.861973874	-1	-1	0.9347875
cg15007539	18	45097308	0.886344144	-1	-1	0.9179375
cg15012580	7	76632327	0.8396	-1	-1	0.9655625
cg15017043	7	100174944	0.963902703	-1	-1	0.9492375
cg15022049	11	66137145	0.825435135	-1	-1	0.948575
cg15026820	1	163126440	0.897751351	0.420025	0.876525	0.946875
cg15034413	10	76833205	0.881063063	-1	-1	0.9442375
cg15050073	6	32397029	0.89624955	-1	-1	0.9126125
cg15051239	2	131583886	0.977653153	-1	-1	0.970425
cg15056471	10	48351143	0.910214414	-1	-1	0.9403125
cg15058782	12	13194321	0.867223423	-1	-1	0.9408375
cg15068800	10	135190706	0.917862162	-1	-1	0.9183
cg15073096	7	158511619	0.91569009	-1	-1	0.9513375
cg15074032	12	131456680	0.845844144	-1	-1	0.901275
cg15078061	6	32117558	0.853153153	-1	-1	0.9383125
cg15086228	10	134809962	0.885273874	-1	-1	0.93215
cg15086884	11	133800426	0.95127027	-1	-1	0.9435125
cg15099673	6	36739437	0.864215315	-1	-1	0.9510625
cg15104526	19	17932331	0.893299099	-1	-1	0.946475
cg15109860	6	30128427	0.890402703	-1	-1	0.9189
cg15111486	1	184195211	0.869368468	-1	-1	0.9064375
cg15114431	3	102775941	0.874435135	-1	-1	0.9615625
cg15115055	1	3163545	0.911326126	-1	-1	0.937325
cg15115960	10	130298983	0.881537838	-1	-1	0.9093
cg15121276	5	1318882	0.946472973	-1	-1	0.9368375
cg15128917	7	149172002	0.898842342	-1	-1	0.9458625
cg15132710	18	44237801	0.83744955	0.323925	0.808325	0.9290125
cg15134482	7	98581089	0.913921622	-1	-1	0.96155
cg15142346	6	161511743	0.91781982	-1	-1	0.9691875
cg15143037	7	75639754	0.867175676	-1	-1	0.9593125
cg15144540	8	144621379	0.870996396	-1	-1	0.9340625
cg15145174	5	6755386	0.95097027	0.463975	0.96425	0.9602375
cg15153976	1	207230464	0.861981982	-1	-1	0.919775
cg15154519	7	106695006	0.883168468	-1	-1	0.94535
cg15187665	5	123679203	0.903808108	-1	-1	0.910125
cg15196147	7	111791255	0.885474775	-1	-1	0.94505
cg15201291	10	96830102	0.83910991	-1	-1	0.917825
cg15202104	4	74714063	0.818275676	-1	-1	0.9136375
cg15210314	11	498943	0.943273874	-1	-1	0.9770875
cg15212833	6	32048463	0.904845946	-1	-1	0.9355125
cg15214694	4	8006893	0.941616216	-1	-1	0.938625
