chr	start	end	not_musc_avg	musc_average	dist	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr8	61086026	61086327	0.805058559	0.48485	0.320208559	0.924425	chr8	61086183	61086184	9	0	7	0	6	1	10	0	8	0	12	0	10	0	7	0
chr8	61086026	61086327	0.805058559	0.48485	0.320208559	0.924425	chr8	61086184	61086185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	NA	NA	NA	NA
chr8	66701044	66701345	0.872489189	0.436033333	0.436455856	0.9642125	chr8	66701285	66701286	4	4	5	6	NA	NA	5	5	8	3	9	7	NA	NA	NA	NA
chr8	66701044	66701345	0.872489189	0.436033333	0.436455856	0.9642125	chr8	66701286	66701287	NA	NA	8	5	5	2	8	1	NA	NA	10	5	7	3	NA	NA
chr8	66701227	66701528	0.821618018	0.489416667	0.332201351	0.9376125	chr8	66701285	66701286	4	4	5	6	NA	NA	5	5	8	3	9	7	NA	NA	NA	NA
chr8	66701227	66701528	0.821618018	0.489416667	0.332201351	0.9376125	chr8	66701286	66701287	NA	NA	8	5	5	2	8	1	NA	NA	10	5	7	3	NA	NA
chr8	66701227	66701528	0.821618018	0.489416667	0.332201351	0.9376125	chr8	66701503	66701504	NA	NA	4	2	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370958	67370959	NA	NA	7	0	6	0	NA	NA	6	0	6	0	7	0	7	0
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370959	67370960	NA	NA	6	1	NA	NA	7	0	NA	NA	12	0	7	0	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370991	67370992	NA	NA	NA	NA	9	0	6	0	5	1	6	0	10	0	10	0
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370992	67370993	NA	NA	6	0	NA	NA	7	0	NA	NA	10	0	6	0	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370995	67370996	NA	NA	NA	NA	9	0	7	0	7	0	6	0	10	0	10	0
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67370996	67370997	NA	NA	6	0	NA	NA	7	0	NA	NA	10	0	6	0	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67371113	67371114	NA	NA	12	0	6	0	9	2	12	0	6	1	NA	NA	7	0
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67371114	67371115	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67371215	67371216	NA	NA	13	2	6	1	5	1	10	0	NA	NA	6	2	NA	NA
chr8	67370938	67371239	0.827956757	0.43255	0.395406757	0.9157875	chr8	67371216	67371217	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	75226301	75226602	0.805787387	0.45555	0.350237387	0.931075	chr8	75226454	75226455	NA	NA	8	0	8	0	8	0	6	1	6	1	NA	NA	NA	NA
chr8	75226301	75226602	0.805787387	0.45555	0.350237387	0.931075	chr8	75226455	75226456	6	1	9	0	5	1	10	1	2	4	3	3	NA	NA	NA	NA
chr8	75226301	75226602	0.805787387	0.45555	0.350237387	0.931075	chr8	75226517	75226518	NA	NA	NA	NA	4	2	9	1	NA	NA	NA	NA	4	2	NA	NA
chr8	75226301	75226602	0.805787387	0.45555	0.350237387	0.931075	chr8	75226518	75226519	5	1	10	0	6	1	7	2	6	2	9	0	5	2	NA	NA
chr8	80876963	80877264	0.862798198	0.487866667	0.374931532	0.9042875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349650	86349651	NA	NA	10	0	20	1	14	0	8	0	12	0	14	0	NA	NA
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349651	86349652	10	0	11	0	7	0	10	0	NA	NA	9	0	16	0	NA	NA
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349833	86349834	10	1	15	0	12	1	14	0	9	0	12	0	10	3	7	0
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349834	86349835	NA	NA	NA	NA	7	0	8	1	6	0	NA	NA	9	0	NA	NA
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349839	86349840	8	3	12	2	12	1	15	0	6	2	10	0	12	0	7	0
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349840	86349841	5	1	NA	NA	7	0	9	0	NA	NA	NA	NA	9	0	NA	NA
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349896	86349897	10	0	10	1	13	1	12	0	11	0	13	0	8	1	7	0
chr8	86349604	86349905	0.845952252	0.475383333	0.370568919	0.9190625	chr8	86349897	86349898	7	0	NA	NA	8	1	9	0	NA	NA	8	0	14	2	NA	NA
chr8	98634956	98635257	0.828238739	0.40555	0.422688739	0.9759875	chr8	98635012	98635013	8	1	9	5	6	1	5	3	17	2	6	1	10	1	5	1
chr8	98634956	98635257	0.828238739	0.40555	0.422688739	0.9759875	chr8	98635013	98635014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411601	99411602	9	0	7	1	7	1	6	0	10	1	11	0	8	0	8	0
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411602	99411603	NA	NA	6	0	6	0	NA	NA	10	0	12	0	8	0	6	0
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411666	99411667	7	0	8	2	6	0	6	0	8	1	9	0	NA	NA	5	1
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411667	99411668	8	0	13	0	12	0	7	1	NA	NA	11	0	NA	NA	NA	NA
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411694	99411695	11	0	8	2	7	0	6	0	9	1	8	0	10	0	7	0
chr8	99411541	99411842	0.849414414	0.3852	0.464214414	0.946725	chr8	99411695	99411696	8	0	12	0	11	0	6	0	6	0	7	0	NA	NA	NA	NA
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811411	100811412	10	0	5	1	7	1	NA	NA	10	0	NA	NA	NA	NA	6	1
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811412	100811413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	6	1	NA	NA
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811479	100811480	11	0	NA	NA	12	0	NA	NA	9	1	NA	NA	10	0	NA	NA
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811531	100811532	9	0	NA	NA	18	0	6	0	10	1	6	0	8	1	NA	NA
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811532	100811533	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811611	100811612	6	0	10	0	16	0	10	0	9	1	7	0	12	2	5	1
chr8	100811312	100811613	0.813172973	0.46045	0.352722973	0.9361125	chr8	100811612	100811613	NA	NA	NA	NA	NA	NA	6	0	NA	NA	5	3	8	0	NA	NA
chr8	107782223	107782524	0.807724324	0.4515	0.356224324	0.9236375	chr8	107782233	107782234	NA	NA	14	0	NA	NA	9	1	7	2	8	0	6	1	NA	NA
chr8	107782223	107782524	0.807724324	0.4515	0.356224324	0.9236375	chr8	107782234	107782235	NA	NA	9	0	6	0	NA	NA	5	2	NA	NA	7	0	NA	NA
chr8	107782223	107782524	0.807724324	0.4515	0.356224324	0.9236375	chr8	107782522	107782523	8	1	10	5	11	2	15	2	15	1	6	1	14	3	5	3
chr8	107782223	107782524	0.807724324	0.4515	0.356224324	0.9236375	chr8	107782523	107782524	10	2	8	2	13	1	16	2	9	4	11	4	11	3	8	4
chr8	107782427	107782728	0.805085586	0.46555	0.339535586	0.9250875	chr8	107782522	107782523	8	1	10	5	11	2	15	2	15	1	6	1	14	3	5	3
chr8	107782427	107782728	0.805085586	0.46555	0.339535586	0.9250875	chr8	107782523	107782524	10	2	8	2	13	1	16	2	9	4	11	4	11	3	8	4
chr8	110553675	110553976	0.801123423	0.488016667	0.313106757	0.94475	chr8	110553845	110553846	9	1	10	0	7	1	6	2	7	2	11	1	11	3	NA	NA
chr8	110553675	110553976	0.801123423	0.488016667	0.313106757	0.94475	chr8	110553846	110553847	9	1	6	3	19	3	14	2	11	1	14	1	9	1	8	1
chr8	110553675	110553976	0.801123423	0.488016667	0.313106757	0.94475	chr8	110553929	110553930	8	1	7	0	9	1	9	0	7	1	NA	NA	8	1	NA	NA
chr8	110553675	110553976	0.801123423	0.488016667	0.313106757	0.94475	chr8	110553930	110553931	6	1	8	3	15	4	7	2	12	2	10	1	12	2	7	1
chr8	122755165	122755466	0.843378378	0.48395	0.359428378	0.95405	chr8	122755241	122755242	6	1	7	1	13	0	12	2	11	1	12	1	12	2	NA	NA
chr8	122755165	122755466	0.843378378	0.48395	0.359428378	0.95405	chr8	122755242	122755243	7	0	19	4	17	0	10	2	13	3	17	2	18	1	6	1
chr8	122755165	122755466	0.843378378	0.48395	0.359428378	0.95405	chr8	122755435	122755436	6	0	4	5	2	9	0	7	6	3	9	0	11	1	NA	NA
chr8	122755165	122755466	0.843378378	0.48395	0.359428378	0.95405	chr8	122755436	122755437	NA	NA	NA	NA	6	2	NA	NA	4	6	4	3	6	0	NA	NA
chr8	124664871	124665172	0.864441441	0.389716667	0.474724775	0.9251	chr8	124664925	124664926	6	0	8	0	7	2	6	0	NA	NA	NA	NA	9	0	6	1
chr8	124664871	124665172	0.864441441	0.389716667	0.474724775	0.9251	chr8	124664926	124664927	8	0	17	1	12	5	10	1	13	0	6	1	8	1	6	0
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665276	124665277	6	0	14	1	12	1	8	0	11	1	14	0	10	0	6	1
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665277	124665278	9	1	12	0	12	0	20	0	11	1	11	1	17	0	7	2
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665313	124665314	6	0	12	0	13	1	5	1	5	3	NA	NA	9	0	NA	NA
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665314	124665315	8	0	13	0	7	0	16	0	12	0	15	0	21	0	6	0
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665323	124665324	NA	NA	9	1	11	0	6	0	4	3	NA	NA	7	0	NA	NA
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665324	124665325	6	1	13	1	7	1	12	2	12	0	11	3	16	1	NA	NA
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665357	124665358	7	0	16	0	10	1	16	0	13	1	14	0	17	1	NA	NA
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665371	124665372	8	0	14	0	12	1	18	2	17	1	12	1	21	2	NA	NA
chr8	124665143	124665444	0.86060991	0.490033333	0.370576577	0.9377625	chr8	124665400	124665401	10	0	10	2	15	0	18	1	18	1	10	0	22	0	NA	NA
chr8	126272319	126272620	0.815568468	0.439266667	0.376301802	0.9505	chr8	126272373	126272374	NA	NA	NA	NA	NA	NA	9	3	5	3	5	1	7	2	NA	NA
chr8	126272319	126272620	0.815568468	0.439266667	0.376301802	0.9505	chr8	126272374	126272375	10	1	9	3	7	5	6	3	14	2	7	2	12	1	4	2
chr8	129440178	129440479	0.829801802	0.463383333	0.366418468	0.9322625	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131317940	131317941	NA	NA	1	11	7	7	4	8	8	5	1	8	16	8	NA	NA
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131317941	131317942	4	8	4	13	3	7	1	8	9	5	2	8	7	5	NA	NA
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131317952	131317953	NA	NA	0	12	3	10	5	10	7	7	1	7	11	10	NA	NA
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131317953	131317954	4	8	4	12	3	7	2	7	5	9	3	7	1	7	NA	NA
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131318011	131318012	NA	NA	4	8	10	6	8	3	NA	NA	4	3	12	3	NA	NA
chr8	131317819	131318120	0.898151351	0.404383333	0.493768018	0.9727875	chr8	131318012	131318013	15	3	11	5	11	5	6	3	13	2	7	6	5	4	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880148	133880149	8	0	10	0	9	0	10	0	9	0	12	0	8	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880149	133880150	7	0	10	2	6	1	9	0	NA	NA	11	0	11	0	6	0
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880152	133880153	8	0	10	1	9	0	10	0	8	1	11	1	8	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880153	133880154	7	0	12	0	7	0	8	0	NA	NA	11	0	11	0	6	0
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880156	133880157	9	0	11	0	9	0	10	0	9	0	13	0	8	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880157	133880158	7	0	12	2	5	1	8	0	NA	NA	10	1	11	0	6	0
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880158	133880159	8	1	11	0	9	0	10	0	9	0	12	0	7	1	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880159	133880160	7	0	13	1	6	0	8	0	NA	NA	10	0	10	1	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880168	133880169	8	1	10	0	9	0	10	0	9	0	11	0	9	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880169	133880170	6	0	12	0	NA	NA	8	0	NA	NA	9	1	10	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880179	133880180	0	10	9	0	6	3	11	0	3	5	10	0	5	5	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880180	133880181	NA	NA	12	0	NA	NA	6	1	NA	NA	10	0	NA	NA	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880196	133880197	8	0	10	0	6	3	8	0	7	0	8	0	9	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880197	133880198	NA	NA	11	0	NA	NA	NA	NA	5	1	8	0	8	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880201	133880202	8	0	9	0	8	0	8	0	8	0	9	0	10	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880202	133880203	NA	NA	11	0	NA	NA	NA	NA	NA	NA	7	0	5	1	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880205	133880206	8	0	9	0	8	0	8	0	8	0	9	0	9	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880206	133880207	NA	NA	11	0	NA	NA	NA	NA	5	1	7	0	6	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880212	133880213	8	0	8	0	9	0	9	0	7	1	9	0	9	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880213	133880214	NA	NA	9	2	NA	NA	NA	NA	5	1	7	0	6	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880244	133880245	7	1	9	0	NA	NA	8	0	6	0	8	0	10	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880245	133880246	NA	NA	NA	NA	NA	NA	NA	NA	8	0	6	0	NA	NA	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880246	133880247	8	0	9	0	NA	NA	8	0	6	0	7	1	10	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880247	133880248	NA	NA	NA	NA	NA	NA	NA	NA	8	0	6	1	NA	NA	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880254	133880255	7	0	9	0	NA	NA	8	0	6	0	7	0	11	0	NA	NA
chr8	133879955	133880256	0.806424324	0.339883333	0.466540991	0.9155625	chr8	133880255	133880256	NA	NA	NA	NA	NA	NA	NA	NA	8	0	7	0	NA	NA	NA	NA
chr8	134115503	134115804	0.801515315	0.461583333	0.339931982	0.96255	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134545988	134545989	7	0	27	1	7	0	11	0	15	0	9	0	12	0	10	2
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134545989	134545990	9	0	14	0	11	0	17	0	10	0	8	0	7	0	6	0
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134546070	134546071	6	1	20	1	10	1	14	0	16	1	12	0	18	0	9	0
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134546071	134546072	8	0	19	1	16	1	15	0	15	0	17	2	19	2	7	0
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134546073	134546074	7	0	21	0	11	0	13	0	17	0	8	2	18	0	7	2
chr8	134545902	134546203	0.872400901	0.477066667	0.395334234	0.9062375	chr8	134546074	134546075	9	0	22	0	16	1	15	0	16	0	18	1	21	1	7	0
chr8	135490637	135490938	0.840365766	0.472683333	0.367682432	0.96545	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	135490671	135490972	0.831462162	0.497366667	0.334095495	0.9654875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	135491090	135491391	0.841421622	0.478616667	0.362804955	0.9630875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	140748875	140749176	0.864754054	0.462483333	0.402270721	0.9512625	chr8	140748978	140748979	9	1	17	1	10	0	17	1	22	0	19	1	22	0	11	0
chr8	140748875	140749176	0.864754054	0.462483333	0.402270721	0.9512625	chr8	140748979	140748980	NA	NA	13	0	8	3	16	0	12	0	11	1	15	0	NA	NA
chr8	140748875	140749176	0.864754054	0.462483333	0.402270721	0.9512625	chr8	140749023	140749024	7	1	15	1	12	0	14	0	21	0	21	0	19	1	7	0
chr8	140748875	140749176	0.864754054	0.462483333	0.402270721	0.9512625	chr8	140749024	140749025	NA	NA	9	1	9	0	12	0	9	0	12	0	9	0	NA	NA
chr8	141537869	141538170	0.803944144	0.431833333	0.372110811	0.9711	chr8	141537898	141537899	8	2	9	1	16	1	19	2	6	1	14	2	12	2	NA	NA
chr8	141537869	141538170	0.803944144	0.431833333	0.372110811	0.9711	chr8	141537968	141537969	NA	NA	NA	NA	13	0	11	2	7	0	12	0	8	0	NA	NA
chr8	141537869	141538170	0.803944144	0.431833333	0.372110811	0.9711	chr8	141538017	141538018	NA	NA	NA	NA	10	2	12	0	NA	NA	11	0	6	0	NA	NA
chr8	141537869	141538170	0.803944144	0.431833333	0.372110811	0.9711	chr8	141538053	141538054	NA	NA	5	1	9	1	12	1	NA	NA	10	1	6	2	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577423	141577424	NA	NA	NA	NA	NA	NA	7	2	4	2	4	2	NA	NA	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577424	141577425	NA	NA	11	0	6	1	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577490	141577491	NA	NA	4	3	6	3	10	3	0	6	8	1	5	2	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577491	141577492	NA	NA	5	4	5	3	6	2	NA	NA	3	3	4	2	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577579	141577580	4	2	4	2	6	1	12	2	NA	NA	5	2	9	2	NA	NA
chr8	141577376	141577677	0.802544144	0.4867	0.315844144	0.9645625	chr8	141577580	141577581	NA	NA	NA	NA	NA	NA	5	1	NA	NA	6	0	NA	NA	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310187	142310188	6	0	10	0	10	0	18	1	16	0	8	1	7	0	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310188	142310189	7	0	14	1	11	0	12	0	8	1	11	1	10	1	7	0
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310201	142310202	7	0	11	1	8	0	17	3	13	1	9	0	7	0	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310202	142310203	8	0	16	1	10	0	12	2	7	1	11	0	11	0	6	1
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310261	142310262	NA	NA	NA	NA	6	3	10	1	13	2	7	0	NA	NA	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310262	142310263	NA	NA	19	1	10	0	21	0	11	1	15	0	7	1	7	2
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310289	142310290	NA	NA	NA	NA	9	0	9	0	12	1	6	0	NA	NA	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310290	142310291	NA	NA	18	0	10	1	17	1	11	1	14	0	10	2	10	0
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310295	142310296	NA	NA	NA	NA	10	0	8	0	11	0	5	1	NA	NA	NA	NA
chr8	142310050	142310351	0.834908108	0.438583333	0.396324775	0.9477875	chr8	142310296	142310297	NA	NA	20	0	11	0	16	1	13	0	14	0	11	1	10	0
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612843	142612844	NA	NA	NA	NA	NA	NA	NA	NA	8	2	6	1	6	4	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612855	142612856	NA	NA	NA	NA	NA	NA	NA	NA	5	7	5	2	5	3	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612903	142612904	NA	NA	NA	NA	NA	NA	NA	NA	10	2	4	2	8	1	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612912	142612913	NA	NA	NA	NA	NA	NA	NA	NA	8	2	5	1	7	1	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612934	142612935	NA	NA	NA	NA	5	3	NA	NA	9	5	3	5	NA	NA	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612944	142612945	NA	NA	NA	NA	7	1	NA	NA	12	0	7	1	NA	NA	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612950	142612951	NA	NA	NA	NA	6	1	NA	NA	11	1	8	0	NA	NA	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612954	142612955	NA	NA	NA	NA	6	1	NA	NA	11	0	7	1	NA	NA	NA	NA
chr8	142612735	142613036	0.84524955	0.489216667	0.356032883	0.9526625	chr8	142612961	142612962	NA	NA	NA	NA	5	2	NA	NA	7	3	2	4	NA	NA	NA	NA
chr8	144343765	144344066	0.884579279	0.40275	0.481829279	0.9334375	chr8	144343965	144343966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA
chr8	144343765	144344066	0.884579279	0.40275	0.481829279	0.9334375	chr8	144343966	144343967	NA	NA	9	3	8	3	5	4	3	4	9	5	5	7	NA	NA
chr8	144343765	144344066	0.884579279	0.40275	0.481829279	0.9334375	chr8	144343993	144343994	3	3	11	0	8	4	5	6	7	1	11	3	8	4	4	2
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523397	144523398	NA	NA	5	1	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523424	144523425	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523425	144523426	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523517	144523518	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523518	144523519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523527	144523528	NA	NA	NA	NA	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523528	144523529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523576	144523577	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523577	144523578	NA	NA	NA	NA	6	1	NA	NA	7	2	NA	NA	4	2	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523595	144523596	NA	NA	NA	NA	7	1	NA	NA	10	1	NA	NA	NA	NA	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523647	144523648	NA	NA	NA	NA	6	5	NA	NA	6	5	5	1	3	4	NA	NA
chr8	144523391	144523692	0.84936036	0.459266667	0.390093694	0.9387	chr8	144523650	144523651	NA	NA	NA	NA	1	10	NA	NA	8	3	3	3	2	5	NA	NA
