chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060477	7060478	NA	NA	NA	NA	3	4	NA	NA	NA	NA	2	4	3	4	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060478	7060479	5	1	7	1	5	3	6	4	NA	NA	2	4	12	3	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060525	7060526	NA	NA	8	2	5	4	NA	NA	NA	NA	NA	NA	6	1	5	2
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060526	7060527	NA	NA	NA	NA	5	2	2	4	6	1	6	2	14	4	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060553	7060554	NA	NA	9	1	5	4	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060554	7060555	NA	NA	NA	NA	NA	NA	NA	NA	6	0	3	4	12	2	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060596	7060597	NA	NA	7	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060597	7060598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA
chr12	7060419	7060720	0.607223423	0.049375	chr12	7060708	7060709	NA	NA	2	8	0	6	1	6	NA	NA	NA	NA	1	7	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229594	95229595	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229595	95229596	9	0	11	1	10	1	8	0	7	0	15	0	5	1	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229709	95229710	NA	NA	8	0	8	0	7	1	6	0	12	0	6	0	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229710	95229711	6	0	12	1	8	0	NA	NA	9	0	9	0	NA	NA	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229727	95229728	NA	NA	9	0	8	0	8	0	7	0	12	0	8	0	NA	NA
chr8	95229514	95229815	0.634078378	0.0762375	chr8	95229728	95229729	6	0	10	0	6	3	NA	NA	7	0	8	0	NA	NA	NA	NA
chr8	898257	898558	0.689673874	0.131975	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr10	135202372	135202673	0.735884685	0.178225	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr6	168767864	168768165	0.596454054	0.038825	chr6	168767864	168767865	5	3	9	2	5	3	5	3	5	2	8	3	10	2	NA	NA
chr6	168767864	168768165	0.596454054	0.038825	chr6	168767927	168767928	8	0	7	0	8	1	7	0	10	2	9	2	5	1	7	1
chr6	168767864	168768165	0.596454054	0.038825	chr6	168767928	168767929	7	2	11	2	10	1	9	2	9	2	9	3	10	0	NA	NA
chr6	168767864	168768165	0.596454054	0.038825	chr6	168767995	168767996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA	NA	NA	NA
chr6	168767864	168768165	0.596454054	0.038825	chr6	168767996	168767997	5	3	10	5	11	4	9	4	12	4	8	5	3	5	6	1
chr6	168767864	168768165	0.596454054	0.038825	chr6	168768105	168768106	NA	NA	7	0	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA
chr6	168767864	168768165	0.596454054	0.038825	chr6	168768106	168768107	6	2	5	1	11	2	13	3	9	3	6	3	5	2	3	3
chr5	125694268	125694569	0.637917117	0.080325	chr5	125694431	125694432	NA	NA	9	1	7	2	10	3	5	2	8	2	4	3	NA	NA
chr5	125694268	125694569	0.637917117	0.080325	chr5	125694432	125694433	4	2	11	1	13	0	NA	NA	4	2	10	2	NA	NA	5	1
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880836	99880837	NA	NA	6	0	8	0	8	5	NA	NA	NA	NA	8	0	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880837	99880838	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880939	99880940	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	7	0	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880940	99880941	3	3	18	2	12	2	7	3	10	1	8	0	10	0	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880979	99880980	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99880980	99880981	7	0	22	2	13	1	8	0	7	1	7	2	10	0	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99881014	99881015	2	4	21	2	11	1	10	0	6	1	9	1	8	0	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99881080	99881081	NA	NA	NA	NA	8	0	8	1	NA	NA	NA	NA	5	2	NA	NA
chr13	99880797	99881098	0.621101802	0.0635125	chr13	99881081	99881082	NA	NA	10	0	8	0	7	0	NA	NA	9	0	6	1	NA	NA
chr19	35819739	35820040	0.659504505	0.10205	chr19	35819752	35819753	NA	NA	6	11	4	9	NA	NA	2	4	4	8	1	11	0	9
chr19	35819739	35820040	0.659504505	0.10205	chr19	35819753	35819754	3	6	3	16	6	10	0	11	4	6	4	7	4	13	1	7
chr14	92960677	92960978	0.740882883	0.18345	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr6	25167545	25167846	0.729313514	0.1719125	chr6	25167549	25167550	NA	NA	0	6	1	11	0	15	4	5	2	8	2	8	NA	NA
chr6	25167545	25167846	0.729313514	0.1719125	chr6	25167550	25167551	0	6	2	5	NA	NA	0	11	2	11	1	8	0	16	NA	NA
chr6	25167545	25167846	0.729313514	0.1719125	chr6	25167821	25167822	9	0	9	3	10	6	4	6	7	3	5	6	12	1	NA	NA
chr6	25167545	25167846	0.729313514	0.1719125	chr6	25167822	25167823	8	6	8	12	8	3	5	7	14	4	9	10	8	6	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695549	695550	NA	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695564	695565	NA	NA	NA	NA	NA	NA	1	7	NA	NA	0	6	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695568	695569	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695582	695583	NA	NA	NA	NA	NA	NA	0	8	NA	NA	0	7	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695642	695643	NA	NA	NA	NA	NA	NA	0	6	NA	NA	0	10	2	4	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695688	695689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	1	8	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695734	695735	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695762	695763	NA	NA	NA	NA	NA	NA	0	8	NA	NA	0	6	3	3	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695770	695771	NA	NA	NA	NA	NA	NA	0	8	NA	NA	0	6	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695781	695782	NA	NA	NA	NA	NA	NA	1	8	NA	NA	0	6	NA	NA	NA	NA
chr19	695492	695793	0.618097297	0.0607375	chr19	695788	695789	NA	NA	NA	NA	NA	NA	0	7	NA	NA	0	6	NA	NA	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869833	60869834	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869834	60869835	NA	NA	6	1	9	0	NA	NA	NA	NA	NA	NA	12	0	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869888	60869889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869889	60869890	5	2	8	3	5	3	9	1	6	2	7	0	11	1	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869904	60869905	NA	NA	NA	NA	NA	NA	6	0	NA	NA	10	0	NA	NA	NA	NA
chr11	60869760	60870061	0.670318018	0.1129625	chr11	60869905	60869906	7	0	14	0	7	0	9	1	6	1	8	0	14	0	NA	NA
chr20	24929891	24930192	0.600201802	0.04285	chr20	24929976	24929977	9	0	NA	NA	12	1	12	0	NA	NA	10	1	9	2	NA	NA
chr20	24929891	24930192	0.600201802	0.04285	chr20	24929977	24929978	8	0	5	2	6	0	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr20	24929891	24930192	0.600201802	0.04285	chr20	24930008	24930009	5	4	8	3	9	7	8	6	NA	NA	6	5	4	3	NA	NA
chr20	24929891	24930192	0.600201802	0.04285	chr20	24930009	24930010	6	0	3	6	3	6	NA	NA	NA	NA	5	2	4	2	5	1
chr4	186559557	186559858	0.613717117	0.056375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051378	70051379	NA	NA	8	0	8	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051379	70051380	5	1	NA	NA	NA	NA	8	1	NA	NA	6	0	8	2	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051415	70051416	NA	NA	8	0	10	0	6	0	NA	NA	NA	NA	6	0	7	0
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051416	70051417	NA	NA	NA	NA	NA	NA	8	0	NA	NA	NA	NA	11	0	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051426	70051427	NA	NA	10	0	11	0	NA	NA	NA	NA	6	0	NA	NA	7	0
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051427	70051428	5	1	NA	NA	NA	NA	7	0	NA	NA	NA	NA	12	0	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051456	70051457	NA	NA	9	0	14	0	6	0	NA	NA	NA	NA	7	0	9	0
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051457	70051458	NA	NA	7	0	NA	NA	6	0	NA	NA	NA	NA	13	0	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051596	70051597	NA	NA	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051597	70051598	NA	NA	6	0	6	0	8	0	5	1	5	1	NA	NA	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051623	70051624	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	70051360	70051661	0.587817117	0.0305	chr15	70051624	70051625	NA	NA	NA	NA	NA	NA	8	0	6	0	NA	NA	NA	NA	NA	NA
chr10	103594184	103594485	0.625390991	0.068075	chr10	103594344	103594345	NA	NA	10	2	8	3	9	2	8	0	7	11	10	0	NA	NA
chr10	103594184	103594485	0.625390991	0.068075	chr10	103594345	103594346	NA	NA	6	2	4	2	11	3	NA	NA	1	6	6	3	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271785	130271786	11	1	11	0	14	2	8	1	12	0	9	0	NA	NA	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271786	130271787	11	0	12	0	13	1	9	2	13	1	8	1	19	0	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271958	130271959	NA	NA	12	0	17	0	11	0	8	0	8	0	7	0	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271959	130271960	NA	NA	11	0	9	0	9	1	8	0	12	0	14	0	6	0
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271996	130271997	6	0	8	0	12	0	15	0	NA	NA	7	0	9	0	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130271997	130271998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130272001	130272002	6	0	9	0	14	0	16	0	6	0	7	0	8	0	NA	NA
chr11	130271755	130272056	0.639228829	0.08195	chr11	130272002	130272003	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr11	23919502	23919803	0.679498198	0.1223125	chr11	23919568	23919569	NA	NA	6	3	8	1	8	1	NA	NA	8	4	7	1	NA	NA
chr11	23919502	23919803	0.679498198	0.1223125	chr11	23919569	23919570	7	1	7	0	6	0	7	0	9	2	4	2	6	2	NA	NA
chr11	23919502	23919803	0.679498198	0.1223125	chr11	23919609	23919610	NA	NA	7	1	13	1	7	0	NA	NA	6	2	NA	NA	NA	NA
chr11	23919502	23919803	0.679498198	0.1223125	chr11	23919610	23919611	7	0	6	1	5	1	6	0	8	3	6	0	NA	NA	NA	NA
chr5	180230934	180231235	0.593703604	0.036525	chr5	180230934	180230935	5	1	9	0	11	1	9	0	10	0	4	3	11	0	NA	NA
chr5	180230934	180231235	0.593703604	0.036525	chr5	180230957	180230958	9	1	12	0	7	3	10	1	11	3	9	0	14	1	5	3
chr5	180230934	180231235	0.593703604	0.036525	chr5	180230958	180230959	6	0	10	0	10	3	10	0	8	2	NA	NA	10	1	NA	NA
chr5	180230934	180231235	0.593703604	0.036525	chr5	180231026	180231027	7	1	15	0	7	1	11	0	14	1	9	0	16	2	8	0
chr5	180230934	180231235	0.593703604	0.036525	chr5	180231027	180231028	NA	NA	13	1	9	0	12	0	6	0	9	0	14	0	NA	NA
chr8	11735269	11735570	0.608623423	0.05145	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr8	134028808	134029109	0.684793694	0.12765	chr8	134028905	134028906	6	1	16	2	10	2	10	2	12	2	6	5	9	5	NA	NA
chr8	134028808	134029109	0.684793694	0.12765	chr8	134028906	134028907	5	4	7	2	1	6	9	0	NA	NA	10	0	4	4	NA	NA
chr8	134028808	134029109	0.684793694	0.12765	chr8	134028955	134028956	5	1	7	0	8	3	17	0	14	2	5	2	11	4	6	2
chr8	134028808	134029109	0.684793694	0.12765	chr8	134028956	134028957	5	2	6	0	NA	NA	6	2	5	1	6	0	4	4	NA	NA
chr2	242973946	242974247	0.594951351	0.0378125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599870	53599871	11	0	8	0	7	1	14	0	6	0	8	0	10	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599871	53599872	8	0	6	1	15	0	11	0	6	0	9	1	9	2	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599872	53599873	10	1	9	0	7	1	15	0	6	0	8	0	10	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599873	53599874	7	0	7	0	11	2	11	0	6	0	10	0	11	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599882	53599883	9	2	6	2	8	1	16	0	6	0	6	0	10	1	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599883	53599884	6	1	9	0	11	1	11	0	5	1	9	0	7	2	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599915	53599916	7	0	5	1	9	0	12	0	NA	NA	NA	NA	8	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599916	53599917	NA	NA	10	1	NA	NA	9	0	NA	NA	8	0	NA	NA	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599942	53599943	6	0	6	0	9	0	11	1	7	0	NA	NA	10	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53599943	53599944	6	0	11	0	NA	NA	8	0	NA	NA	10	0	NA	NA	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600000	53600001	NA	NA	3	3	8	2	6	1	6	0	7	0	14	1	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600001	53600002	NA	NA	6	2	NA	NA	8	0	NA	NA	8	0	NA	NA	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600068	53600069	5	1	15	0	14	0	14	0	11	0	6	1	10	0	6	0
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600069	53600070	6	0	9	0	NA	NA	7	0	NA	NA	NA	NA	12	0	NA	NA
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600092	53600093	8	0	15	1	15	1	15	0	13	0	3	3	13	0	6	0
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600093	53600094	7	1	17	1	8	0	6	0	6	0	NA	NA	11	0	6	1
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600098	53600099	3	5	15	0	15	0	13	2	12	1	3	3	13	1	6	0
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600099	53600100	5	3	18	0	8	0	7	0	8	0	NA	NA	12	0	7	0
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600139	53600140	8	1	6	9	5	8	12	1	5	6	10	0	2	6	7	0
chr6	53599856	53600157	0.602735135	0.0456125	chr6	53600140	53600141	13	1	10	12	5	7	NA	NA	8	5	7	0	4	9	7	2
chr19	909383	909684	0.638740541	0.0816625	chr19	909440	909441	NA	NA	NA	NA	0	8	0	7	NA	NA	0	9	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909450	909451	NA	NA	NA	NA	1	7	0	6	NA	NA	2	7	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909521	909522	NA	NA	1	5	3	4	3	6	4	2	4	5	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909522	909523	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	0	6	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909533	909534	NA	NA	0	6	2	6	5	3	NA	NA	3	5	0	6	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909534	909535	NA	NA	NA	NA	NA	NA	1	5	3	3	NA	NA	1	7	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909561	909562	NA	NA	0	6	2	6	2	8	3	3	2	4	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909562	909563	NA	NA	NA	NA	NA	NA	0	7	NA	NA	NA	NA	0	8	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909624	909625	NA	NA	0	12	0	12	1	9	2	4	0	6	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909625	909626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA
chr19	909383	909684	0.638740541	0.0816625	chr19	909656	909657	NA	NA	2	9	4	10	1	5	NA	NA	6	6	NA	NA	4	2
chr19	909383	909684	0.638740541	0.0816625	chr19	909657	909658	NA	NA	4	3	NA	NA	2	6	NA	NA	NA	NA	NA	NA	NA	NA
chr16	29756801	29757102	0.620798198	0.06375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr1	159770059	159770360	0.627637838	0.0706875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	157179994	157180295	0.654802703	0.0979125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767599	21767600	5	1	9	1	5	5	NA	NA	7	2	8	1	4	3	NA	NA
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767600	21767601	NA	NA	NA	NA	3	6	0	7	6	1	8	0	NA	NA	NA	NA
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767615	21767616	6	0	10	1	9	2	6	1	7	2	8	0	6	1	NA	NA
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767616	21767617	NA	NA	NA	NA	8	0	NA	NA	6	1	7	0	NA	NA	NA	NA
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767720	21767721	28	4	37	5	39	1	23	1	23	3	38	3	37	3	23	1
chr16	21767592	21767893	0.638140541	0.0812625	chr16	21767823	21767824	23	2	24	2	27	1	17	0	21	1	33	1	19	5	12	0
chr6	31431353	31431654	0.662815315	0.10595	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr2	68961862	68962163	0.597505405	0.0406875	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr11	70333843	70334144	0.6668	0.1100125	chr11	70333868	70333869	7	0	NA	NA	6	0	10	2	NA	NA	7	1	10	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70333869	70333870	NA	NA	6	0	6	1	NA	NA	6	0	NA	NA	7	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70333871	70333872	7	0	NA	NA	6	0	12	0	NA	NA	7	1	10	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70333872	70333873	6	0	NA	NA	7	1	NA	NA	6	0	5	1	7	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70334017	70334018	6	0	11	0	12	1	12	1	7	0	11	0	11	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70334018	70334019	9	0	8	0	16	0	8	0	NA	NA	NA	NA	6	1	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70334053	70334054	6	0	15	0	10	1	20	0	10	0	8	1	11	0	NA	NA
chr11	70333843	70334144	0.6668	0.1100125	chr11	70334054	70334055	11	0	7	0	16	0	NA	NA	NA	NA	10	1	7	0	NA	NA
chr1	231512526	231512827	0.681675676	0.1249	chr1	231512565	231512566	6	2	15	1	9	1	7	0	10	2	8	0	13	1	5	1
chr1	231512526	231512827	0.681675676	0.1249	chr1	231512566	231512567	6	3	10	3	8	2	6	2	10	2	10	2	7	1	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862051	17862052	NA	NA	9	0	8	3	7	0	NA	NA	7	0	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862052	17862053	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862115	17862116	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862116	17862117	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862130	17862131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862142	17862143	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862143	17862144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862155	17862156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862159	17862160	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862160	17862161	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	9	0
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862178	17862179	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862179	17862180	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	11	1
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862187	17862188	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862188	17862189	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	6	0	9	2
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862201	17862202	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862202	17862203	NA	NA	NA	NA	NA	NA	8	0	5	1	NA	NA	6	0	9	1
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862207	17862208	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862208	17862209	NA	NA	NA	NA	NA	NA	8	0	6	0	NA	NA	6	0	10	0
chr19	17861954	17862255	0.58220991	0.0254625	chr19	17862240	17862241	NA	NA	6	0	NA	NA	8	0	7	0	NA	NA	NA	NA	7	0
chr17	80407629	80407930	0.616472973	0.0598	chr17	80407644	80407645	NA	NA	NA	NA	4	2	NA	NA	4	2	NA	NA	5	1	NA	NA
chr17	80407629	80407930	0.616472973	0.0598	chr17	80407665	80407666	9	0	NA	NA	8	3	6	0	10	0	7	0	6	0	NA	NA
chr17	80407629	80407930	0.616472973	0.0598	chr17	80407800	80407801	NA	NA	NA	NA	NA	NA	6	2	6	0	NA	NA	6	0	NA	NA
chr17	80407629	80407930	0.616472973	0.0598	chr17	80407801	80407802	12	1	9	4	9	3	7	1	15	2	8	3	8	1	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129049	151129050	8	0	11	1	NA	NA	NA	NA	NA	NA	6	0	NA	NA	5	1
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129050	151129051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129103	151129104	6	1	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129104	151129105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129118	151129119	5	1	8	0	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129119	151129120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129142	151129143	NA	NA	8	0	NA	NA	NA	NA	6	0	6	0	NA	NA	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129143	151129144	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	151128912	151129213	0.583892793	0.027225	chr1	151129192	151129193	NA	NA	6	0	NA	NA	NA	NA	11	0	NA	NA	NA	NA	NA	NA
chr16	89550324	89550625	0.720947748	0.164325	chr16	89550361	89550362	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
